cn,sv,vi
丙 戌 四 年 宋 乾 道 二 年 .,Bính Tuất tứ niên [Tống Càn Đạo nhị niên].,"Bính Tuất, [Chính Long Bảo Ứng] năm thứ bốn , (Tống Càn Đạo năm thứ hai)."
春 三 月 占 城 使 行 至 烏 里 以 風 水 軍 僧 駕 魔 海 掠 我 瀕 海 小 民 而 還 .,Xuân tam nguyệt Chiêm Thành sứ hành chí Ô Lí dĩ phong thuỷ quân [Tăng giá ma] hải lược ngã tần hải tiểu dân nhi hoàn.,"Mùa xuân, tháng ba, sứ Chiêm Thành đi đến miền Ô Lý, dùng quân phong thuỷ (ma thuật của thầy tăng) mà vượt biển, cướp bóc nhân dân ven biển nước ta rồi về."
民 有 献 龜 胷 有 天 子 萬 年 四 字 亦 有 献 白 鵶 者 .,"Dân hữu hiến quy hung hữu 'Thiên Tử Vạn Niên' tứ tự, diệc hữu hiến bạch ác giả.","Dân có người dâng con rùa ở ức có bốn chữ 'Thiên tử vạn niên', cũng có người dâng quạ trắng."
丁 亥 五 年 宋 乾 道 三 年 秋 七 月 命 太 尉 蘇 憲 城 伐 占 城 冬 十 月 占 城 遣 使 進 珍 珠 方 物 請 和 .,"Đinh Hợi ngũ niên [Tống Càn Đạo tam niên] Thu thất nguyệt mệnh Thái uý Tô Hiến Thành phạt Chiêm Thành Đông thập nguyệt, Chiêm Thành khiển sứ tiến chân châu phương vật thỉnh hoà.","Đinh Hợi, [Chính Long Bảo Ứng] năm thứ năm , (Tống Càn Đạo năm thứ ba). Mùa thu, tháng bảy, sai Thái uý Tô Hiến Thành đi đánh Chiêm Thành. Mùa đông, tháng mười, Chiêm Thành sai sứ sang dâng trân châu và sản vật địa phương để xin hoà."
詔 憲 誠 師 自 是 占 城 執 藩 臣 禮 奉 貢 不 鈌 .,Chiếu Hiến Thành ban sư tự thị Chiêm Thành chấp phiên thần lễ phụng cống bất khuyết.,"Xuống chiếu cho Tô Hiến Thành đem quân về. Từ đấy nước Chiêm Thành giữ lễ phiên thần, dâng cống không thiếu."
造 日 龍 舶 .,Tạo Nhật Long bạc.,Đóng thuyền Nhật Long.
戊 子 六 年 宋 乾 道 四 年 .,Mậu Tí lục niên [Tống Càn Đạo tứ niên].,"Mậu Tý, [Chính Long Bảo Ứng] năm thứ sáu , (Tống Càn Đạo năm thứ bốn)."
秋 八 月 宋 使 來 韃 靼 即 元 使 也 亦 來 .,Thu bát nguyệt Tống sứ lai Thát Đát [Tức Nguyên sứ dã] diệc lai.,"Mùa thu, tháng tám, sứ nhà Tống sang sứ Thát Đạt (tức là sứ của nhà Nguyên), cũng sang."
俱 誘 以 厚 賞 陰 以 禮 接 之 使 不 相 見 .,"Cụ dụ dĩ hậu thưởng, âm dĩ lễ tiếp chi sứ, bất tương kiến.","Đều thưởng hậu để dụ, ngầm lấy lễ tiếp đãi cả hai sứ, không để họ gặp nhau."
己 丑 七 年 宋 乾 道 五 年 .,Kỉ Sửu thất niên [Tống Càn Đạo ngũ niên].,"Kỷ Sửu, [Chính Long Bảo Ứng] năm thứ bảy , (Tống Càn Đạo năm thứ năm)."
春 三 月 望 月 蝕 .,"Xuân tam nguyệt, vọng nguyệt thực.","Mùa xuân, tháng ba, ngày rằm nguyệt thực."
海 門 魚 子 命 朝 野 寺 觀 僧 尼 道 士 誦 經 祈 禱 太 師 仕 李 俞 都 卒 .,Hải môn ngư tử mệnh triều dã tự quan tăng ni đạo sĩ tụng kinh kì đảo Thái sư trí sĩ Lí Du Đô tốt.,"Cá ở cửa biển chết. Sai tăng ni, đạo sĩ các chùa quán ở Kinh và các nơi tụng kinh cầu đảo. Thái sư trí sĩ là Lý Du Đô chết."
夏 四 月 作 清 和 殿 奉 安 先 帝 先 后 神 御 隨 時 薦 享 重 修 真 教 寺 .,Hạ tứ nguyệt tác Thanh Hoà điện phụng an tiên đế tiên hậu thần ngự tuỳ thời tiến hưởng trùng tu Chân Giáo tự.,"Mùa hạ, tháng bốn, làm điện Thanh Hoà để đặt thần vị của tiên đế và tiên hậu, theo thời cúng tế. Sửa lại chùa Chân Giáo."
庚 寅 八 年 宋 乾 道 六 年 .,Canh Dần bát niên [Tống Càn Đạo lục niên].,"Canh Dần, [Chính Long Bảo Ứng] năm thứ tám , (Tống Càn Đạo năm thứ sáu)."
帝 習 射 騎 于 大 羅 城 南 名 射 庭 令 武 官 曰 習 戦 攻 破 陣 之 法 .,"Đế tập xạ kị vu Đại La thành nam, danh Xạ Đình, lệnh vũ quan viết tập chiến công phá trận chi pháp.","Vua tập bắn và cưỡi ngựa ở phía nam thành Đại La, đặt tên là Xạ Đình, sai các quan võ hàng ngày luyện tập phép công chiến phá trận."
辛 卯 九 年 宋 乾 道 七 年 .,Tân Mão cửu niên [Tống Càn Đạo thất niên].,"Tân Mão, [Chính Long Bảo Ứng] năm thứ chín , (Tống Càn Đạo năm thứ bảy)."
春 二 月 永 元 殿 無 故 自 動 .,"Xuân nhị nguyệt, Vĩnh Nguyên điện vô cố tự động.","Mùa xuân, tháng hai, điện Vĩnh Nguyên vô cớ tự rung động."
脩 文 宣 王 廟 殿 及 后 土 祠 .,Tu Văn Tuyên Vương miếu điện cập Hậu Thổ từ.,Làm miếu điện thờ Văn Tuyên Vương và đền thờ Hậu Thổ.
帝 巡 幸 海 島 周 覧 山 川 刑 勢 欲 識 民 情 疾 苦 日 程 遠 近 也 .,"Đế tuần hạnh hải đảo chu, lãm sơn xuyên hình thế, dục thức dân tình tật khổ nhật trình viễn cận dã.","Vua đi tuần các hải đảo, xem các hình thế núi sông, muốn biết dân tình đau khổ và đường đi xa gần thế nào."
壬 辰 十 年 宋 乾 道 八 年 .,Nhâm Thìn thập niên [Tống Càn Đạo bát niên].,"Nhâm Thìn, [Chính Long Bảo Ứng] năm thứ mười , (Tống Càn Đạo năm thứ tám)."
春 二 月 帝 又 廵 幸 海 島 南 北 藩 界 圖 記 風 物 而 還 .,"Xuân nhị nguyệt, đế hựu tuần hạnh hải đảo Nam Bắc phiên, giới đồ ký phong vật nhi hoàn.","Mùa xuân, tháng hai, vua lại đi tuần các hải đảo ở địa giới các phiên bang Nam Bắc, vẽ bản đồ và ghi chép phong vật rồi về."
癸 巳 十 一 年 宋 乾 道 九 年 .,Quý Tị thập nhất niên [Tống Càn Đạo cửu niên].,"Quý Tỵ, [Chính Long Bảo Ứng] năm thứ mười một , (Tống Càn Đạo năm thứ chín)."
春 重 修 太 和 橋 .,Xuân trùng tu Thái Hoà kiều.,"Mùa xuân, làm lại cầu Thái Hoà."
夏 五 月 二 十 五 日 皇 太 子 龍 音 札 生 .,Hạ ngũ nguyệt nhị thập ngũ nhật Hoàng thái tử Long Trát [âm trát] sinh.,"Mùa hạ, tháng năm, ngày hai mươi năm, Hoàng thái tử Long Trát sinh."
秋 造 翫 水 舶 .,Thu tạo Ngoạn Thuỷ bạc.,"Mùa thu, đóng thuyền Ngoạn thuỷ."
甲 午 十 二 年 二 月 元 年 以 後 天 感 至 寳 宋 淳 熙 元 年 .,Giáp Ngọ thập nhị niên [Nhị nguyệt nguyên niên dĩ Hậu Thiên Cảm Chí Bảo Tống Thuần Hi nguyên niên].,"Giáp Ngọ, [Chính Long Bảo Ứng] năm thứ mười hai , (Từ tháng hai về sau là niên hiệu Thiên Cảm Chí Bảo năm thứ một; Tống Thuần Hy năm thứ một)."
春 正 月 地 震 .,Xuân chính nguyệt địa chấn.,"Mùa xuân, tháng giêng động đất."
二 月 改 元 天 感 至 寳 元 年 .,Nhị nguyệt cải nguyên Thiên Cảm Chí Bảo Nguyên niên.,"Tháng hai, đổi niên hiệu là Thiên Cảm Chí Bảo năm thứ một."
秋 九 月 太 子 龍 昶 有 罪 廢 爲 庶 人 囚 之 .,"Thu cửu nguyệt, thái tử Long Xưởng hữu tội, phế vi thứ nhân tù chi.","Mùa thu, tháng chín, Thái tử Long Xưởng có tội, phế làm thứ dân và bắt giam."
先 是 龍 昶 烝 于 宫 妃 帝 不 忍 抵 死 故 有 是 命 .,"Tiên thị Long Xưởng chưng vu cung phi, đế bất nhẫn để tử, cố hữu thị mệnh.","Trước đó, Long Xưởng thông dâm với cung phi, vua không nỡ bắt tội chết, cho nên có mệnh này."
一 日 帝 召 宰 相 謂 曰 太 子 國 之 大 本 龍 昶 爲 不 道 朕 欲 龍 繼 承 大 綂 然 彼 猶 少 年 .,"Nhất nhật đế triệu tể tướng vị viết: 'Thái tử quốc chi đại bản, Long Xưởng ký vi bất đạo, trẫm dục Long Trát kế thừa đại thống, nhiên bỉ do thiếu niên.","Một hôm, vua gọi tể tướng đến bảo rằng: 'Thái tử là gốc lớn của nước, Long Xưởng đã làm điều trái đạo, trẫm muốn Long Trát nối giữ nghiệp lớn, nhưng nó còn nhỏ tuổi.'"
恐 未 克 堪 如 俟 其 奈 朕 年 衰 何 時 有 内 人 抱 龍 出 見 帝 戴 巾 哭 請 戴 之 帝 未 及 勒 哭 愈 甚 .,"Khủng vị khắc kham, như sĩ kì tráng, nại trẫm niên suy hà? Thời hữu nội nhân bão Long Trát xuất kiến, đế đái cân khốc thỉnh đái chi, đế vị cập lặc, khốc dũ thậm.","Sợ không đương nổi, nếu đợi lớn thì trẫm đã tuổi già suy yếu, biết làm thế nào?”. Bấy giờ có nội nhân ẵm Long Trát ra, thấy vua đội mũ, khóc đòi đội, vua chưa kịp tháo mũ đưa cho thì càng khóc to hơn."
帝 乃 脱 而 加 之 龍 大 笑 .,"Đế nãi thoát nhi gia chi, Long Trát đại tiếu.","Vua bèn tháo mũ đội cho, Long Trát cả cười."
帝 益 奇 之 建 儲 之 意 遂 决 .,Đế ích kì chi kiến trữ chi ý toại quyết.,"Vua càng lấy làm lạ, ý lập Long Trát làm thái tử bèn quyết định."
冬 十 一 月 地 震 .,Đông thập nhất nguyệt địa chấn.,"Mùa đông, tháng mười một, động đất."
十 二 月 彗 星 見 南 方 .,Thập nhị nguyệt tuệ tinh kiến nam phương.,"Tháng mười hai, sao Chổi mọc phương nam."
乙 未 天 感 至 寶 二 年 宋 淳 二 年 .,Ất Mùi Thiên Cảm Chí Bảo nhị niên [Tống Thuần nhị niên].,"Ất Mùi, [Thiên Cảm Chí Bảo] năm thứ hai , (Tống Thuần Hy năm thứ hai)."
熙 春 正 月 龍 爲 皇 太 子 居 東 宫 .,"Hi Xuân chính nguyệt, sách Long Trát vi Hoàng thái tử, cư đông cung.","Mùa xuân, tháng giêng, sách lập Long Trát làm Hoàng thái tử, ở đông cung."
拜 蘇 憲 誠 入 内 檢 校 太 傅 平 章 軍 國 重 事 王 爵 輔 翼 東 宫 .,"Bái Tô Hiến Thành Nhập nội kiểm hiệu thái phó bình chương quân quốc trọng sự, vương tước, phụ dực đông cung.","Phong Tô Hiến Thành làm Nhập nội kiểm hiệu thái phó bình chương quân quốc trọng sự, tước vương, giúp đỡ đông cung."
夏 四 月 帝 弗 豫 力 疾 命 蘇 憲 誠 抱 太 子 攝 政 事 .,"Hạ tứ nguyệt, đế phất dự lực tật, mệnh Tô Hiến Thành bão thái tử nhiếp chính sự.","Mùa hạ, tháng bốn, vua không khoẻ, cố gượng sai Tô Hiến Thành ẵm thái tử mà quyền nhiếp chính sự."
秋 七 月 乙 巳 帝 崩 于 瑞 光 殿 .,"Thu thất nguyệt, Ất Tị, đế băng vu Thuỵ Quang điện.","Mùa thu, tháng bảy, ngày Ất Tị, vua băng ở điện Thuỵ Quang."
先 是 帝 疾 大 漸 皇 后 復 請 立 龍 昶 帝 曰 爲 人 子 .,"Tiên thị, đế tật đại tiềm, hoàng hậu phục thỉnh lập Long Xưởng, đế viết: 'Vi nhân tử.","Trước đó, khi vua ốm nặng, hoàng hậu lại xin lập Long Xưởng, vua nói: 'Làm con.'"
不 孝 安 治 民 乎 遺 詔 蘇 憲 誠 輔 導 太 子 國 家 事 務 一 遵 成 憲 .,"Bất hiếu an trị dân hồ. Di chiếu Tô Hiến Thành phụ đạo thái tử, quốc gia sự vụ nhất tuân thành hiến.","“Sợ không đương nổi, nếu đợi lớn thì trẫm đã tuổi già suy yếu, biết làm thế nào?”. Bấy giờ có nội nhân ẵm Long Trát ra, thấy vua đội mũ, khóc đòi đội, vua chưa kịp tháo mũ đưa cho thì càng khóc to hơn. Vua bèn tháo mũ đội cho, Long Trát cả cười. Vua càng lấy làm lạ, ý lập Long Trát làm thái tử bèn quyết định."
時 太 后 欲 行 廢 立 恐 憲 誠 不 從 乃 以 金 銀 賂 其 妻 吕 氏 憲 誠 曰 吾 以 大 臣 受 顧 命 輔 幼 主 今 受 賂 而 廢 立 何 見 目 見 先 帝 於 地 下 乎 .,"Thời thái hậu dục hành phế lập, khủng Hiến Thành bất tòng, nãi dĩ kim ngân lộ kì thê Lã thị, Hiến Thành viết: Ngô dĩ đại thần thụ cố mệnh, phụ ấu chủ, kim thụ lộ nhi phế lập, hà hiện mục kiến tiên đế ư địa hạ hồ?.","Bấy giờ thái hậu muốn làm việc phế lập, sợ Hiến Thành không nghe, mới đem vàng bạc đút cho vợ là Nữ thị. Hiến Thành nói: “Ta là đại thần nhận mệnh tiên đế dặn lại giúp rập vua bé, nay lấy của đút mà làm việc phế lập thì còn mặt mũi nào trông thấy Tiên đế ở suối vàng?”."
太 后 又 召 憲 誠 諭 之 百 端 .,Thái hậu lại gọi Hiến Thành đến dỗ dành trăm cách.,Thái hậu lại gọi Hiến Thành đến dỗ dành trăm cách.
霍 光 之 事 乎 臣 不 敢 奉 詔 .,"Đối viết: 'Bất nghĩa nhi phú thả quý, khởi trung thần nghĩa sĩ chi sở lạc vi, huống tiên đế ngôn do tại nhĩ, điện hạ khởi bất văn Y Doãn Hoắc Quang chi sự hồ? Thần bất cảm phụng chiếu.'","Hiến Thành trả lời: “Làm việc bất nghĩa mà được giàu sang, kẻ trung thần nghĩa sĩ đâu có vui làm, huống chi lời của Tiên đế còn ở bên tai, điện hạ lại không nghe việc của Y Doãn, Hoắc Quang hay sao? Thần không dám vâng chiếu.”"
事 遂 寝 .,Sự toại tẩm.,Việc bèn thôi.
史 臣 吳 士 連 曰 英 宗 幼 冲 嗣 位 杜 英 武 之 事 莫 得 而 知 之 也 及 年 踰 弱 冠 命 憲 誠 等 領 兵 廵 邊 .,"Sử thần Ngô Sĩ Liên viết: Anh Tông ấu xung tự vị, Đỗ Anh Vũ chi sự mạc đắc nhi tri chi dã, cập niên du nhược quán, mệnh Hiến Thành đẳng lĩnh binh tuần biên.","Sử thần Ngô Sĩ Liên viết: Anh Tông nối ngôi tuổi còn thơ ấu, việc của Đỗ Anh Vũ làm gì mà biết được, đến khi tuổi ngoại hai mươi, sai bọn Hiến Thành đem quân đi tuần nơi biên giới."
又 親 行 周 覧 山 川 形 勢 要 識 民 間 疾 苦 道 理 遠 近 其 保 民 守 國 䂓 模 見 矣 .,"Hựu thân hành chu lãm sơn xuyên hình thế, yếu thức dân gian tật khổ đạo lí viễn cận, kì bảo dân thủ quốc quy mô kiến hĩ.","Lại thân đi xem khắp tình thế núi sông, muốn biết sự đau khổ của dân gian và đường đi xa gần, về mặt giữ dân giữ nước, quy mô đã thấy rõ."
又 置 射 庭 令 武 臣 日 習 戦 攻 之 法 其 詰 戎 講 武 謀 謨 見 矣 .,"Hựu trí xạ đình lệnh võ thần nhật tập chiến công chi pháp, kì cật nhung giảng vũ mưu mô kiến hĩ.","Lại đặt Xạ Đình, sai các quan võ hàng ngày luyện tập phép đánh trận, về mặt sửa binh giảng võ, mưu lược đã thấy rõ."
太 子 龍 昶 有 罪 廢 之 立 龍 爲 儲 副 居 東 宫 使 人 心 有 所 繋 属 .,"Thái tử Long Xưởng hữu tội phế chi, lập Long Trát vi trữ, phó cư đông cung sử nhân tâm hữu sở hệ thuộc.","Thái tử Long Xưởng có tội thì phế đi mà lập Long Trát làm thái tử, cho ở đông cung, để lòng người có chỗ gắn bó."
疾 大 漸 皇 后 請 復 立 龍 昶 以 禮 義 折 之 不 惑 於 婦 人 之 言 仍 力 疾 召 憲 誠 受 遺 詔 輔 太 子 攝 政 事 付 托 得 人 以 防 後 患 卒 之 太 后 廢 立 之 謀 終 莫 能 行 上 安 下 順 非 其 力 若 夫 高 宗 之 不 肖 當 是 之 時 焉 能 逆 覩 哉 帝 但 順 理 行 之 而 .,"Tật đại tiềm hoàng hậu thỉnh phục lập Long Xưởng, dĩ lễ nghĩa triết chi, bất hoặc ư phụ nhân chi ngôn, nhưng lực tật triệu Hiến Thành thụ di chiếu phụ thái tử nhiếp chính sự, phó thác đắc nhân dĩ phòng hậu hoạn, tốt chi thái hậu phế lập chi mưu chung mạc năng hành, thượng an hạ thuận, phi kì lực dư? Nhược phù Cao Tông chi bất tiêu đương thị chi thời yên năng nghịch đổ tai? Đế đãn thuận lí hành chi nhi.","Đến khi ốm nặng, hoàng hậu xin lập lại Long Xưởng, thì lấy lễ nghĩa mà bác bẻ, không mê hoặc lời nói của đàn bà, lại cố gượng gọi Hiến Thành nhận di chiếu giúp thái tử quyền nhiếp chính sự, phó thác được người giỏi để phòng lo sau, rốt cuộc mưu phế lập của thái hậu không thể làm được, trên yên dưới thuận, không phải là sức của Anh Tông sao? Còn như Cao Tông không phải là người hiền thì ngay lúc bấy giờ đã biết trước thế nào được? Vua chỉ thuận theo lẽ phải mà làm."
已 .,Dĩ.,Thôi.
太 子 龍 即 位 于 柩 時 方 三 歲 尊 母 杜 氏 爲 昭 天 至 理 皇 太 后 .,"Thái tử Long Trát tức vị vu cữu tiền, thời phương tam tuế, tôn mẫu Đỗ thị vi Chiêu Thiên Chí Lí hoàng thái hậu.","Thái tử Long Trát lên ngôi trước linh cữu, bấy giờ mới lên ba tuổi, tôn mẹ là Đỗ thị làm Chiêu Thiên Chí lý hoàng thái hậu."
以 杜 安 頤 皇 太 后 弟 也 .,Dĩ Đỗ An Di [Hoàng thái hậu đệ dã].,"Cho Đỗ An Di [Chú giải] (em trai hoàng thái hậu) làm thái sư đồng bình chương sự, Tô Hiến Thành làm thái uý [Chú giải]."
為 太 師 同 平 章 事 蘇 憲 誠 為 太 尉 .,Vi thái sư đồng bình chương sự Tô Hiến Thành vi Thái uý.,"Làm thái sư đồng bình chương sự, Tô Hiến Thành làm thái uý."
盟 國 人 于 龍 墀 .,Minh quốc nhân vu Long Trì.,Họp quốc nhân thề ở Long Trì.
高 宗 皇 帝 諱 龍 英 宗 第 六 子 也 其 母 杜 氏 皇 后 以 政 隆 寳 應 十 壹 年 癸 巳 五 月 二 十 五 日 誕 生 天 感 至 寶 二 年 立 爲 皇 太 子 英 宗 崩 遂 登 大 寶 在 位 三 十 五 年 壽 三 十 八 歲 崩 于 聖 壽 宮 刑 政 不 明 盗 賊 蜂 起 饑 饉 帝 觀 逰 無 度 臻 李 家 之 業 於 是 乎 衰 矣 .,"Cao Tông Hoàng Đế [Huý Long Trát Anh Tông đệ lục tử dã. Kì mẫu Đỗ thị hoàng hậu, dĩ Chính Long Bảo Ứng thập nhất niên Quý Tị ngũ nguyệt nhị thập ngũ nhật đản sinh. Thiên Cảm Chí Bảo nhị niên sách lập vi hoàng thái tử. Anh Tông băng toại đăng, Đại Bảo, tại vị tam thập ngũ niên thọ tam thập bát tuế, băng vu Thánh Thọ cung. hình chính bất minh, đạo tặc phong khởi, cơ cận Đế quan du vô độ trăn, lí gia chi nghiệp ư thị hồ suy hĩ].","CAO TÔNG HOÀNG ĐẾ. Tên huý là Long Trát, con thứ sáu của Anh Tông, mẹ là hoàng hậu họ Đỗ [Chú giải]. Sinh ngày hai mươi năm tháng năm năm Quý Tỵ, Chính Long Bảo Ứng thứ mười một . Năm Thiên Cảm Chí Bảo thứ hai  sách lập làm hoàng thái tử. Anh Tông băng, bèn lên ngôi báu, ở ngôi ba mươi năm năm [một nghìn một trăm bảy mươi sáu-một nghìn hai trăm mười], băng ở cung Thánh Ngọ. Vua chơi bời vô độ, chính sự hình pháp không rõ ràng, giặc cướp nổi như ong, đói kém liên năm, cơ nghiệp nhà Lý từ đấy suy."
丙 申 貞 符 元 年 宋 淳 熙 三 年 .,Bính Thân Trinh Phù nguyên niên [Tống Thuần Hi tam niên].,"Bính Thân, [Trinh Phù] năm thứ một , (Tống Thuần Hi năm thứ ba)."
春 正 月 改 元 大 赦 .,"Xuân chính nguyệt, cải nguyên đại xá.","Mùa xuân, tháng giêng, đổi niên hiệu, đại xá thiên hạ."
史 臣 吳 士 連 曰 高 宗 以 去 年 七 月 即 位 至 是 始 改 元 者 蓋 有 蘇 憲 誠 婦 政 能 復 古 禮 也 .,"Sử thần Ngô Sĩ Liên viết: Cao Tông dĩ khứ niên thất nguyệt tức vị, chí thị thuỷ cải nguyên giả, cái hữu Tô Hiến Thành phụ chính, năng phục cổ lễ dã.","Sử thần Ngô Sĩ Liên nói: Cao Tông lên ngôi từ tháng bảy năm ngoái, đến đây mới đổi niên hiệu, là vì có Tô Hiến Thành phụ chính, biết trở lại lễ cổ."
丁 酉 二 年 宋 淳 熙 四 年 .,Đinh Dậu nhị niên [Tống Thuần Hi tứ niên].,"Đinh Dậu, [Trinh Phù] năm thứ hai , (Tống Thuần Hy năm thứ bốn)."
春 三 月 占 城 㓂 乂 安 州 .,"Xuân tam nguyệt, Chiêm Thành khấu Nghệ An châu.","Mùa xuân, tháng ba, Chiêm Thành đến cướp châu Nghệ An."
戊 戌 三 年 宋 淳 熙 五 年 .,Mậu Tuất tam niên [Tống Thuần Hi ngũ niên].,"Mậu Tuất, [Trinh Phù] năm thứ ba , (Tống Thuần Hi năm thứ năm)."
國 䘮 除 .,Quốc tang trừ.,Hết quốc tang.
昭 靈 皇 太 后 宴 羣 臣 於 別 殿 謂 之 曰 當 今 先 帝 賔 天 嗣 皇 幼 冲 占 城 失 禮 北 人 㓂 邉 .,"Chiêu Linh Hoàng thái hậu yến quần thần ư biệt điện, vị chi viết: 'Đương kim tiên đế tấn thiên, tự hoàng ấu xung, Chiêm Thành thất lễ bắc nhân khấu biên.'","Chiêu Linh hoàng thái hậu ban yến cho các quan ở biệt điện, bảo rằng: “Hiện nay Tiên đế đã chầu trời, vua nối còn thơ ấu, nước Chiêm Thành thất lễ, người phương Bắc cướp biên.”"
卿 等 受 國 厚 恩 當 以 國 家 爲 慮 .,"Khanh đẳng thụ quốc hậu ân, đương dĩ quốc gia vi lự.","Các khanh chịu ơn nặng của triều đình, nên lo việc của nước nhà."
今 日 之 計 不 如 復 立 太 子 以 延 國 祚 以 安 民 心 .,"Kim nhật chi kế, bất như phục lập thái tử, dĩ diên quốc tộ, dĩ an dân tâm.","Kế sách ngày nay không gì bằng lập lại thái tử, để vận nước được lâu, lòng dân được yên."
群 臣 咸 拜 于 稽 首 曰 太 傅 受 天 子 明 命 陛 下 屢 慰 之 矣 臣 不 敢 違 .,"Quần thần hàm bái vu khể thủ viết: 'Thái phó thụ thiên tử minh mệnh, bệ hạ ký lũ uý chi hĩ, thần bất cảm vi.'","Các quan đều chắp tay cuối đầu nói: “Thái phó nhận mệnh lệnh rõ ràng của thiên tử. Bệ hạ cũng đã nhiều lần dỗ bảo rồi, bọn thần không dám trái lệnh.”"
皆 拜 謝 而 退 .,Giai bái tạ nhi thoái.,Đều lạy tạ rồi lui ra.
憲 誠 領 禁 兵 嚴 號 令 明 賞 罰 .,"Hiến Thành lĩnh cấm binh, nghiêm hiệu lệnh, minh thưởng phạt.","Hiến Thành quản lĩnh cấm binh, nghiêm hiệu lệnh, thưởng phạt công bằng."
天下歸心 .,Thiên hạ quy tâm.,Người trong nước đều quy phục.
夏 五 月 以 誕 日 爲 乾 興 節 .,"Hạ ngũ nguyệt, dĩ đản nhật vi Càn Hưng tiết.","Mùa hạ, tháng năm, lấy ngày sinh của vua làm tiết Càn hưng."
己 亥 四 年 宋 淳 熙 六 年 .,Kỉ Hợi tứ niên [Tống Thuần Hi lục niên].,"Kỷ Hợi, [Trinh Phù] năm thứ bốn , (Tống Thuần Hy năm thứ sáu)."
春 正 月 選 丁 男 者 充 軍 五 .,"Xuân chính nguyệt, tuyển đinh nam tráng giả sung quân ngũ.","Mùa xuân, tháng giêng, tuyển các đinh nam, người nào mạnh khoẻ sung vào quân ngũ."
二 月 地 震 .,Nhị nguyệt địa chấn.,"Tháng hai, động đất."
三 月 考 積 居 職 勤 敏 才 幹 不 通 文 字 爲 一 有 文 字 才 幹 爲 一 年 高 行 純 洞 識 古 今 爲 一 以 次 授 職 使 之 治 民 管 軍 以 官 無 濫 冗 .,"Tam nguyệt, khảo tích cư chức cần mẫn tài cán bất thông văn tự vi nhất loại, hữu văn tự tài cán vi nhất loại, niên cao hạnh thuần, động thức cổ kim vi nhất loại, dĩ thứ thụ chức sử chi trị dân quản quân, dĩ trí quan vô lạm nhũng.","Tháng ba, khảo xét công trạng các quan, người giữ chức siêng năng tài cán nhưng không thông chữ nghĩa làm một loại, người có chữ nghĩa tài cán làm một loại, người tuổi cao hạnh thuần, biết rõ việc xưa nay làm một loại, cứ theo thứ tự mà trao cho chức vụ trị dân coi quân, khiến cho quan chức không lạm nhũng."
夏 六 月 鈌 日 两 日 並 出 .,Hạ lục nguyệt [khuyết nhật] lưỡng nhật tịnh xuất.,"Mùa hạ, tháng sáu (không rõ ngày nào), hai mặt trời cùng mọc."
太 尉 蘇 憲 誠 卒 .,Thái Uý Tô Hiến Thành tốt.,Thái uý Tô Hiến Thành chết.
帝 减 膳 三 日 輟 朝 六 日 .,"Đế giảm thiện tam nhật, xuyết triều lục nhật.","Vua bớt ăn ba ngày, nghĩ thiết triều sáu ngày."
憲 誠 寝 疾 參 知 政 事 武 賛 唐 夙 夜 侍 側 諫 議 大 夫 陳 忠 佐 以 他 故 不 暇 存 問 及 疾 篤 太 后 親 臨 問 曰 如 有 不 諱 誰 可 代 者 對 曰 中 佐 .,Sơ Hiến Thành tẩm tật Tham tri chính sự Vũ Tán Đường túc dạ thị Trắc gián nghị đại phu Trần Trung Tá dĩ tha cố bất hạ tồn vấn cập tật đốc Thái hậu thân lâm vấn viết: 'Như hữu bất huý thuỳ khả đại giả' đối viết: 'Trung Tá'.,"Trước đây khi Tô Hiến Thành nằm bệnh, Tham trì chính sự Vũ Tán Đường ngày đêm hầu bên cạnh, Gián nghị đại phu Trần Trung Tá vì bận việc không lúc nào rỗi để tới thăm hỏi. Đến khi bệnh nặng, thái hậu thân đến thăm, hỏi rằng: “Nếu có mệnh hệ nào thì ai là người có thể thay ông?”. Trả lời là Trung Tá."
可 太 后 曰 賛 唐 日 侍 湯 藥 公 言 不 及 何 也 對 曰 陛 下 問 其 可 代 故 臣 以 忠 佐 對 如 問 侍 養 非 賛 唐 而 誰 .,"Khả Thái hậu viết: 'Tán Đường nhật thị thang dược, công ngôn bất cập hà dã?' Đối viết: 'Bệ hạ vấn kì khả đại cố thần dĩ Trung Tá, đối như vấn thị dưỡng phi Tán Đường nhi thuỳ?'","Thái hậu nói: 'Tán Đường hàng ngày hầu thuốc thang, sao không thấy ông nhắc đến?'. Hiến Thành trả lời: 'Vì bệ hạ hỏi người nào có thể thay thần nên thần nói đến Trung Tá, còn như hỏi người hầu dưỡng thì phi Tán Đường còn ai nữa?'."
太 厚 嘉 其 忠 而 不 用 其 言 .,Thái hậu gia kì trung nhi bất dụng kì ngôn.,"Thái hậu khen là trung, nhưng cũng không dùng lời ấy."
