cn,sv,vi
"花燭交心互勉志
英才攜手共圖強","Hoa chúc giao tâm hỗmiễn chí
Anh tài huềthủcộng đồcường.","Đuốc hoa lòng kết nên rèn chí
Tài_giỏi tay trao quyết đến giầu ."
"破舊俗婚事簡辨
樹新風致富爭先","Phá cựu tục hôn sựgiản biện
Thụtân phong chíphútranh tiên.","Bỏtục xưa , cưới_xin đơn_giản
Nêu gương mới , lầm giầu làđầu ."
"柳暗花明春正半
珠聯碧合影成雙","Liễu ám hoa minh xuân chính bán
Châu liên bích hợp ảnh thành song.","Liễu rậm hoa tươi , xuân mới nửa
Châu liền thành chuỗi , ảnh thành đôi ."
"宜國宜家新婦女
能文能武好男儿","Nghi quốc nghi gia tân phụnữ
Năng văn năng vũ hảo nam nhi","Thuận nước , thuận nhà , phụnữmới
Hay văn , hay vũ , nam nhi tài ."
"婚締自由移舊俗
禮行平等樹新風","Hôn đếtựdo, bỏtục xưa
Lễhành bình đẳng thụthân phong","Hôn_nhân tựdo , bỏtục xưa
Giao_tiếp bình_đẳng , nêu gương mới ."
"勤勞手足患懮少
恩愛夫妻歡樂多","Cần lao thủtúc hoạn ưu thiểu
Ân ái phu thê hoan lạc đa","Lao_động chân tay , lo_lắng ít
Ái_ân chồng vợ , sướng vui nhiều ."
"百年恩愛雙心結
千里姻緣一線牽","Bách niên ân ái song tâm kết
Thiên lý nhân duyên nhất tuyến khiên.","Trăm năm ân_ái , hai_lòng buộc
Ngàn dặm nhân_duyên , một sợi ràng ."
"愛貌愛才尤愛志
知人知面更知心","Ái mạo ái tài vưu ái chí
Tri nhân tri diện cánh tri tâm.","Yêu_vẻ , yêu tài , càng yêu chí
Biết người , biết mặt , lại biết lòng ."
"作婦須知勤儉好
治家應教紫孫賢","Tác phụtu tri cần kiệm hảo
Trịgia ưng giáo tửtôn hiền.","Làm vợnên hay cần_kiệm giỏi
Trịnhàphải dạy cháu con hiền ."
"詩詠河洲鳩喜集
經傳桂里鳳和鳴","Thi vịnh hàchâu cưu hỉtập
Kinh truyền quếlýPhượng hoàminh.","Thơvịnh bãi sông cưu đến họp
Kinh_truyền rừng quếPhượng cùng kêu ."
"相親相愛青春永
同德同心幸福長","Tương thân tương ái thanh xuân vĩnh
Đồng đức đồng tâm hạnh phúc trường","Tương_thân , tương ái , thanh_xuân mãi
Đồng đức , đồng_tâm , hạnh_phúc dài ."
"容貌心齡雙俊秀
才華事業兩風流","Dung mạo tâm linh song tuấn tú
Tài hoa sựnghiệp lưỡng phong lưu","Dung mạo , tâm_hồn , đôi tuấn_tú
Tài_hoa , sựnghiệp , cặp phong_lưu ."
"互敬互愛互相學習
同德同心同建家庭","Hỗkính hỗái hỗtương học tập
Đồng đức đồng tâm đồng kiến gia đình.","Lẫn kính , lẫn yêu , lẫn giúp học_tập
Cùng đức , cùng lòng , cùng xây gia_đình ."
"同心同德美滿夫婦
克儉克勤幸福鴛鴦","Đồng tâm đồng đức mỹmãn phu phụ
Khắc kiệm khắc cần hạnh phúc uyên ương.","Cùng lòng , cùng đức , vợchồng mỹmãn
Biết cần , biết kiệm hạnh_phúc uyên_ương ."
"恩愛夫妻情似青山不老
幸福半侶意如碧水長流","Ân ái phu thê tình tựthanh sơn bất lão
Hạnh phúc bất lữýnhưbích thủy trường lưu","Ân_ái vợchồng , tình tựa non xanh trẻmãi
Hạnh_phúc đôi_lứa , ýnhưnước biếc chảy hoài ."
"男尊女女尊男男幫助
夫敬妻妻敬夫夫德妻賢","Namtôn nữnữtôn nam nam bang nữtrợ
Phu kính thê thê kính phu phu đức thêhiền.","Namtrọng nữnữtrọng nam nam giúp nữđỡ
Chồng kính vợ , vợkính chồng chồng đức vợhiền ."
"惟求愛永恒一生同伴侶
但愿人長九千里共嬋娟","Duy cầu ái vĩnh hằng nhất sinh đồng bạn lữ
Đản nguyện nhân trường cửu thiên lýcộng thiền quyền.","Mong tình_yêu vĩnh_hằng , một đời cùng đôi_lứa
Muốn người lâu hưởng_thọ , ngàn dặm với thiền quyên ."
"鳥語花香仲春一幅天然畫
賓歡主樂嘉客滿堂錦上花","Điểu ngữhoa hương xuân nhất bức thiên nhiên hoạ
Tân hoan chủlại gia khách mãn đường cẩm thượng hoa.","Chim hót , hoa hương , một bức thiên_nhiên xuân vẽ
Khách vui , chủsướng đầy nhàrực rỡgấm hoa ."
"鴛鴦對舞
鸞鳳和鳴","Uyên ương đối vũ
Loan phượng hoàminh","Uyên_ương múa đôi
Loan phượng hoàtiếng ."
"月圓花好
鳳舞龍飛","Nguyệt viên hoa hảo
Phượng vũlong phi","Trăng_tròn hoa đẹp
Phượng múa rồng bay ."
"男婚女嫁
夫德妻賢","Namhôn nữgiá
Phu đức thêhiền","Trai cưới gái_gả
Chồng đức vợhiền ."
"志同道合
意厚情長","Chí đồng đạo hợp
ý  hậu tình trường.","Chí cùng ý hợp
Ý sâu tình dài ."
"東風入戶
喜氣盈門","Đông phong nhập hộ
Hỉkhídoanh môn","Gió đông vào nhà
Khí lành đầy cửa ."
"志同道合
花好月圓","Chí đồng đạo hợp
Hoa hảo nguyệt viên.","Chí cùng đạo hợp
Hoa đẹp trăng_tròn ."
"椿影已隨雲氣散
鵑聲猶帶月光寒","Xuân ảnh dĩtuỳvân khítán
Quyên thanh do đới nguyệt quang hàn.","Xuân ảnh đãtheo cùng vân khí
Quyên thanh nhưlạnh quyện trăng quang ."
"花樂萱幃春去早
光寒婺宿夜來沈","Hoa lạc huyên vi xuân khứtảo
Quang hàn vụtúc dạlai trầm.","Hoa rụng màn huyên xuân đi sớm
Quang hàn sao vụtối đến chìm ."
"寶婺雲迷粧閣冷
萱花霜萎繡幃寒","Bảo vụvân mêtrang các lãnh
Huyên hoa sương uỷtúvi làn.","Sao quí mây mờtrang các lạnh
Hoa huyên sương giádệt màn hàn ."
"萱謝北堂寒霧鎖
婺沈西海暮煙封","Huyên tạbắc đường hàn vụtoả
Vụtrầm tây hải mộyên phong.","Huyên dã bắc đường sương lạnh khóa
Vụchìm tây hải khói chiều phong ."
"椿樹早凋悲未已
萱花纔殞痛何如","Xuân thụtảo điêu bi vịdĩ
Huyên hoa tài vẫn thống hànhư","Xuân_thụsớm khôđau chưa dứt
Huyên hoa lại rụng xót làm_sao ."
"萱草香凋春日暮
婺星光掩夜雲陰","Huyên thảo hương điêu xuân nhật mộ
Vụtinh quang yểm dạvân âm.","Cỏhuyên hương nhạt ngày xuân muộn
Sao Vụquang che mây tối đêm ."
"杳杳雙親無後見
哀哀兩字那堪聞","Liểu liểu song thân vôphục kiến
Ai ai lưỡng tựnákham văn.","Vắng_lặng song thân không còn thấy
Thảm_thương hai chữluống kham nghe ."
"萱花既隕山河黯
椿樹旋枯日月昏","Huyên hoa ký vẫn sơn hàảm
Xuân thụtoàn khônhật nguyệt hôn.","Huyên hoa đã rụng sơn hàám
Xuân_thụtoàn khônhật nguyệt đen ."
"夢游蝴蝶飛雙影
血洒杜鵑泣思親","Mộng du hồđiệp phi song ảnh
Huyết sái đỗquyên khấp tứthân.","Giấc mơhồđiệp bay đôi bóng
Máu ứa đỗquyên khóc mẹcha ."
"臨深履薄言猶在
諭志承歡養未能","Lâm thâm lý bạc ngôn do tại
Dụchíthừa hoan dưỡng vịnăng.","“ Vực sâu băng mỏng ” câu còn đó ( 1 )
Lời dạy thuận vui buổi dưỡng đâu ."
"雨催玉樹終天恨
雲暗竹林兩地悲","Vũ thôi ngọc thụchung thiên hận
Vân ám trúc lâm lưỡng địa bi.","Mưa dồn ngọc thụchung trời hận
Mây_ám trúc lâm lưỡng đất bi ."
"愁繫竹林畔
淚彈荊樹邊","Sầu hệtrúc lâm bạn
Lệđàn kinh thụbiên","Sầu buộc bờrừng trúc
Lệđàn bên khóm gai ."
"不圖花萼終聯集
何忍雁行各自飛","Bất đồhoa ngạc chung liên tập
Hà nhẫn nhạn hàng các tựphi.","Nào ngờhoa cạnh lìa khỏi khóm
Sao nỡnhạn bầy lẻtựbay ."
"祇道荊庭常聚首
寧知雁陣條離群","Chi đạo kinh đình thường tụthủ
Ninh tri nhạn trận điều ly quần.","Chỉnói sân gai thường tụhội
Nào hay bầy nhạn lại ly đàn ."
"雁陣霜寒悲折翼
鴻原露冷痛孤飛","Nhạn trận sương hàn bi chiết dực
Hồng nguyên lộlãnh thống côphi.","Nhạn thếsương sa đau gẫy cánh
Hồng đàn mây lạnh xót lẻbay ."
"原土春深鶺鴒音斷雲千里
林稍夜寂鴻雁聲哀月一輪","Nguyên thổxuân thâm, tích linh âm đoạn vân thiên lý
Lâm sảo dạtịch, hồng nhạn thanh ai nguyệt nhất luân.","Đất phẳng xuân sâu , tích linh ( 1 ) âm đứt , mây nghìn dặm ;
Rừng thưa đêm vắng , hồng nhạn thanh buồn , nguyệt một vầng ."
"詩夢阻殘芳草野
壎聲吹落紫荊花","Thi mộng trởtàn phương thảo dã
Huyên thanh xuy lạc tửkinh hoa.","Giấc mộng thơngăn tàn cỏnội
Tiếng huyên ( 1 ) thổi lại lạc hoa gai ."
"薤露興歌刑永隔
鶺鴒抱痛淚空垂","Giới lộhưng ca hình vĩnh cách
Tích linh bão thống lệkhông thùy.","Giới_lộ ( 2 ) nổi lên hình cách_biệt
Tích_linh ( 3 ) thống_thiết lệrơi hoài ."
"北望鴒原千里遠
南來應侶半行孤","Bắc vọng linh nguyên thiên lýviễn
Namlai nhạn lữbán hàng cô.","Bắc ngóng cánh chim xa nghìn_dặm
Namvềbầy nhạn lẻnửa hàng ."
"藍田種玉緣何淺
青鳥傳音去不還","Long điền chủng ngọc duyên hàthiển
Thanh điểu truyền âm khứbất hoàn.","Lam_Điền ( 4 ) loài ngọc duyên sao mỏng ;
Thanh_điểu ( 5 ) truyền âm khuất chẳng về ."
"甘苦共嘗情曷極
幽明永隔痛何如","Camkhổcộng thường tình hạt cực
U minh vĩnh cách thống hànhư","Ngọt đắng sẻchia , tình sao cực
U_minh vĩnh cách , xót nhường bao ."
"獨鶴愁悲雙鳳管
孤鸞哀斷七絃琴","Độc hạc sầu bi song phượng quản
Cô lo ai đoạn thất huyền cầm.","Hạc lẻsầu bi đôi ống_quyển
Loan cô đứt_đoạn bẩy dây đàn ."
"紅墻銀漢途難越
碧海青天怨有餘","Hồng tường Ngân Hán đồnan việt
Bích hải thanh thiên oán hữu dư.","Tường hồng Ngân Hán đường khôn vượt
Bểbiếc thanh thiên oán cóthừa ."
"哭爾三年髮白
愁余五夜燈青","Khốc nhĩtam niên phát bạch
Sầu du ngũdạđăng thanh.","Khóc em ba năm tóc bạc
Sầu anh ngũdạ ( 1 ) đèn_xanh ."
"菱鏡影孤哉慘聽秋封吹落葉
錦機聲寂矣愁看夜月照空幃","Lăng kính ảnh côtai, thảm thính thu phong xuy lạc diệp
Cẩm cơthanh tịch hĩ, sầu khan dạnguyệt chiếu không vi.","Gương kính bóng lẻthay , thảm thấm gióthu bay lárụng
Gấm khung thanh lặng vậy , oán nhìn trăng giãi chiếu màn không ."
"家累總無依卿從此去擔了矣
世情多不測我自今來喚奈何","Gia lụy tổng vôy, khanh tòng thửkhửđảm liễu hĩ
Thếtình đa bất trắc, ngãtựkim lai hoán nại hà.","Gia hệthẩy trông nhờ , nàng đi bỏlại đây gánh nặng
Thếtình đa bất_trắc , ta từnay nào biết gọi ai ."
"南極輝沈空太息
東床望斷失瞻依","Namcực huy trầm không thái tức
Đông sàng vọng đoạn thất chiêm y.","Namcực ( 1 ) mờchìm đành an_nghỉ
Đông_sàng ( 2 ) dứt đoạn mất trông nhờ ."
"丈人峰屺瞻如昨
半子情灰帳在茲","Trượng nhân phong dĩchiêm nhưtạc
Bán tửtình khôi trướng tại tư.","Đỉnh non nhạc phụtrông nhưtạc
Tình_cảm_rểcon xót tựđây ."
"峰頂丈人嗟已矣
膝前半子痛何如","Phong đính trượng nhân ta dĩhĩ
Tất tiền bán tửthống hànhư.","Nhạc phủđỉnh non ôi đãkhuất
Rểcon trước gối tủi nhường bao ."
"丁年痛入黃泉路
年夜驚頹太嶽峰","Đinh niên thống nhập hoàng tuyền lộ
Niên dạkinh đồi thái nhạc phong.","Tráng_niên khổnỗi hoàng tuyền ( 1 ) đến
Bán dạkinh hồn thái nhạc ( 2 ) suy ."
"圯上罔聞呼小子
雪中空想見先生","Bĩ thượng võng văn hôtiểu tử
Tuyết trung không tưởng kiến tiên sinh.","Chẳng còn nghe thầy hôtiểu_tử
Tưởng hoài trong tuyết thấy tiên_sinh ."
"青氈席冷思模範
絳帳庭空憶管絃","Thanh chiên tịch lãnh tưmôphạm
Giáng trướng đình không ức quản huyền.","Chăn xanh chiếu lạnh suy khuôn_mẫu
Trướng đỏsân không nhớsáo đàn ."
"面命只今無一語
心喪未可短三年","Diện mệnh chỉkim vônhất ngữ
Tâm tang vịkhảđoản tam niên.","Trước_mặt đến nay không một ngữ
Tang lòng chưa thểtrọn ba năm ."
"影落青松裏
神留絳帳中","Ảnh lạc thanh tùng lý
Thần lưu giáng trướng trung.","Hình_ảnh lạc trong tùng xanh
Tinh_thần lưu giữa trướng đỏ ."
"綠水青山長送月
碧雲紅樹不勝愁","Lục thủy thanh sơn trường tống nguyệt
Bích vân hồng thụbất thăng sầu.","Nước biếc non xanh dài đưa nguyệt
Cây hồng mây_thắm chẳng_thiết sầu ."
"翠色和雲籠夜月
玉容帶雨泣春風","Thúy sắc hoàvân lung dạnguyệt
Ngọc dung đới vũkhấp xuân phong.","Sắc biếc hoàvân lồng đêm nguyệt
Mặt hoa ngấn lệkhóc gióxuân ."
"春風十載交情舊
夜雨三秋別恨多","Xuân phong thập tải giao tình cựu
Dạvũtam thu biệt hận đa.","Gió_xuân thập tải giao tình cũ
Mưa tối tam thu biệt hận nhiều ."
"雲鎖巫山人不見
月明仙嶺鶴歸來","Vân toảVu Sơn nhân bất kiến
Nguyệt minh tiên lĩnh hạc qui lai.","Mây_khoá Vu_Sơn ( 1 ) người chẳng thấy ;
Trăng soi Tiên_Lĩnh ( 2 ) hạc bay về ."
"春影已隨殘月去
桂香猶逐好風來","Xuân ảnh dĩtùy tàn nguyệt khứ
Quếhương do trục hảo phong lai.","Xuân ảnh đãtheo trăng xếbóng
Quếhương còn đuổi giólành đi ."
"推殘玉樹三更雨
促殞瓊花五夜風","Suy tàn ngọc thụtam canh vũ
Xúc vẫn quỳnh hoa ngũdạphong.","Héo khô cây ngọc tam_canh gió
Tàn_tạhoa quỳnh ngũdạmưa ."
"自昔文章誇霧隱
而今意氣仰雲模","Tựtích văn chương khoa vụẩn
Nhi kim ý khí ngưỡng vân mô.","Từtrước văn_chương khoa vụẩn ( 1 )
Mà nay ý khí ngưỡng vân mô ( 2 ) ."
"三月雨催椿樹老
五更風促杜鵑啼","Tam nguyệt vũthôi xuân thụlão
Ngũ canh phong xúc đỗquyên đề.","Mưa ba tháng giục cây xuân lão
Gió năm canh đòi tiếng quốc kêu ."
"月臨椿樹渾無影
風送杜鵑卻有聲","Nguyệt lâm xuân thụhồn vôảnh
Phong tống đỗquyên khước hữu thanh.","Trăng soi xuân thụmờkhông ảnh ,
Gió tiễn đỗquyên lại cóthanh ."
"何知一夢飛蝴蝶
竟使千秋泣杜鵑","Hà tri nhất mộng phi hồđiệp
Cánh sửthiên thu khấp đỗquyên.","Biết_đâu một giấc bay hồđiệp
Đểkhiến nghìn_thu khóc đỗquyên ."
"倚門人去三更月
泣杖兒悲五夜寒","Ỷ  môn nhân khứtam canh nguyệt
Khấp trượng nhi bi ngũdạhàn.","Tựa cửa người đi tam canh_nguyệt
Già sầu trẻtủi ngũdạhàn ."
"明月山頭思古道
清風江上想芳型","Minh nguyệt sơn đầu tưcổđạo
Thanh phong giang thượng tưởng phương hình.","Trăng soi đỉnh núi mơđạo cũ
Gió thổi trên sông tưởng mẫu hình ."
"大雅云亡綠水青山誰作主
老成凋謝落花啼鳥總傷神","Đại nhãvân vong, lục thủy thanh sơn, thùy tác chủ
Lão thành điêu tạ, lạc hoa đềđiểu, tổng thương thần.","Bậc đại nhã ( 1 ) chẳng còn , núi biếc sông xanh ai làm_chủ ,
Người lão_thành ( 2 ) khôhéo , chim kêu hoa rụng thẩy đau_lòng ."
"掛劍若為情黃菊花開人去後
思君在何處白楊秋凈月明時","Quải kiếm nhược vi tình, hoàng cúc hoa khai nhân khứhậu
Tưquân tại hàxứ, bạch dương thu tịnh nguyệt minh thời.","Treo kiếm thuận theo tình , cúc_vàng_hoa nởkhi người khuất
Nhớông nơi đâu ngụ , dương trắng tiết thu buổi tròn trăng ."
"懿德傳諸鄉里口
賢慈報在子孫身","Ý đức truyền chưhương lýkhẩu
Hiền từbáo tại tửtôn thân.","Đức_hạnh truyền đi nhiều làng xã
Hiền_tài báo_đáp khắp cháu con ."
"瓊簫響寂三千界
玉鏡粧空十二樓","Quỳnh tiêu hưởng tịch tam thiên giới
Ngọc kính trang không thập nhịlâu","Vắng_lặng quỳnh tiêu tam thiên_giới ( 1 )
Quạnh hưu gương ngọc thập nhịlâu ( 2 ) ."
"恚質蘭姿歸閬苑
瓊林玉樹繞庭階","Huệchất lan tưqui lãng uyển
Quỳnh lâm ngọc thụnhiễu đình giai.","Huệđẹp_lan thơm vềlãng uyển ( 3 ) ,
Rừng quỳnh cây_ngọc quẩn sân thềm ."
"駕鶴九霄懷素履
乘鸞三島憶芳蹤","Giá hạc cửu tiêu hoài tốlý
Thừa loan tam đảo ức phương tung.","Cưỡi hạc bay chín tầng in hài cũ
Theo loan vềba đảo nhớgót xưa ."
"長留壺範型千古
自有龍章報九泉","Trường lưu hồphạm hình thiên cổ
Tựhữu long chương báo cửu tuyền.","Khuôn_mẫu còn lưu hình thiên_cổ
Long_chương ( 1 ) tựcóbáo cửu tuyền ."
"貞靜擬歌黃髮頌
逍遙竟去白雲天","Trinh tĩnh nghĩ ca hoàng phát tụng
Tiêu dao cánh khứbạch vân thiên.","Trinh_tiết đắn_đo mừng hoàng phát ( 2 )
Tiêu dao chung cục ngưỡng bạch_vân ( 3 ) ."
"懿德難忘流淚血
慈恩未報饒愁腸","Ý  đức nan vong lưu lệhuyết
Từvân vịbáo nhiễu sầu trường.","Đức_hạnh khóquên lưu huyết lệ
Ân_từchưa báo khổtâm sầu ."
"子息祗依青鬢母
孫枝還賴白頭人","Tửtức chi y thanh mấn mẫu
Tôn chi hoàn lại bạch đầu nhân.","Con gốc nương nhờxanh tóc mẹ ( 4 ) ,
Cháu cành trông_cậy trắng đầu ông ( 5 ) ."
"鶴馭瑤臺秋月冷
鵑啼玉砌隴雲飛","Hạc ngựgiao đài thu nguyệt lãnh
Quyên đềngọc thếlũng vân phi","Hạc ngựđài tiên trăng thu lạnh
Quyên kêu thềm ngọc áng mây bay ."
"靜夜鳥鳴悲月色
長年雞警付花塵","Tĩnh dạđiểu minh bi nguyệt sắc
Trường niên kêcảnh phóhoa trần","Đêm lặng chim kêu sầu sắc_nguyệt
Năm dài gà gáy mặc bụi hoa ."
"女宗靡依痛深戚里
母範何恃淚滴慈為","Nữtông mịy thống thâm thích lý
Mẫu phạm hàthịlệtrích từvi.","Dâu hiền thôi hết cậy , đau_đớn thâm_tình thích lý ( 1 )
Mẹthảo chẳng còn nhờ , lệrơi lãchãtừvi ( 2 ) ."
"青信來王母歸時環珮冷
玉簫聲斷秦娥去後鳳樓空","Thanh điểu tín lai, Vương Mẫu qui thời hoàn bội lãnh
Ngọc tiêu thanh đoạn, Tần nga khứhậu phượng lầu không.","Thanh điểu truyền tin , Vương_Mẫu ( 3 ) vềrồi , vòng ngọc lạnh
Ngọc tiêu đứt_đoạn , Tần nga ( 4 ) ly_biệt , phượng lầu không ."
"柏操千磨無改翠
松齡百劫有餘青","Bách tảo thiên ma vôcải thúy
Tùng linh bách kiếp hữu dưthanh.","Bách dẫu nghìn mài không đổi thắm
Tùng già trăm kiếp vẫn thừa xanh ."
"北苑花飛寒繐帳
西窗月落冷深閨","Bắc uyển hoa phi hàn huệtrướng
Tây song nguyệt lạc lãnh thâm khuê.","Uyển bắc ( 1 ) hoa bay màn trướng lạnh
Song tây ( 2 ) nguyệt_lặn chốn khuêmờ ."
"形單影隻經三世
志潔行芳越百年","Hình đơn ảnh chích kinh tam thế
Chí khiết hành phương việt bách niên.","Hình đơn bóng lẻqua tam_thế ( 3 ) ,
Chí sạch làm hay vượt bách_niên ."
"靡他矢志扶黃口
惟此甘心到百頭","Mỵtha thỉchíphùhoàng khẩu
Duy thửcam tâm đáo bạch đầu.","Chí thềchẳng khác phùcon trẻ
Lòng quyết không sai đến bạc_đầu ."
"節難移方鐵石
堅操不改耐冰霜","Hình tiết nan di phương thiết thạch
Kiên thao bất cải nại băng sương.","Vững chíkhôn dời niềm sắt_đá
Kiên_tâm chẳng cải mặc băng sương ."
"鸞分十載雲中舞
鶴別三更月下鳴","Loan phân thập tải vân trung vũ
Hạc biệt tam canh nguyệt hạminh.","Trong mây loan múa phân thập_tải
Dưới nguyệt hạc kêu biệt tam canh ."
"獨鶴猶經深夜雪
孤鸞且耐永霄霜","Độc hạc do kinh thâm dạtuyết
Cô loan thảnại vĩnh tiêu sương.","Lẻhạc còn qua đêm sâu tuyết
Đơn loan lại chịu cảnh sương mây ."
"禪房冷靜三更月
文室虛明牛夜燈","Thiền phòng lãnh tĩnh tam canh nguyệt
Văn thất hưminh ngưu dạđăng.","Thiền phòng lạnh vắng tam_canh nguyệt ( 1 )
Văn thất quang không ngưu dạđăng ( 2 ) ."
"流水行雲談貝葉
清風明月憶曇花","Lưu thủy hành vân đàm bối diệp
Thanh phong minhnguyệt ức đàm hoa.","Nước chẩy mây_trôi đàm láquý
Gió lành trăng sáng tưởng hoa mờ ."
"彈指不聞花雨落
轉頭猶見月潭清","Đàn chỉbất văn hoa vũlạc
Chuyển đầu do kiến nguyệt đàm thanh.","Đàn_ngọt chẳng nghe mưa hoa rụng
Ngoảnh đầu còn thấy nguyệt ao trong ."
"石上月光留化跡
瓶中連影散餘香","Thạch thượng nguyệt quang lưu hóa tích
Bình trung liên ảnh tản dưhương.","Trên đá trăng soi lưu dấu_tích
Trong bình sen bóng tản_hương thừa ."
"深院落藤花石不點頭龍不語
殘經凋貝葉香無飛篆磬無聲","Thâm viên lạc đằng hoa, thạch bất điểm, đầu long bất ngữ;
Tàn kinh điêu bối diệp, hương vôphi, triện khánh vôthanh.","Viện thẳm rụng hoa đằng , đáchẳng điểm , đầu rồng chẳng nói ;
Kinh_tàn xăm lá quí , hương không bay , triện khánh không thanh ."
"華表鶴歸留素影
玉屏仙去剩丹邱","Hoa biểu hạc qui lưu tốảnh;
Ngọc bình tiên khứthặng đan khưu.","Hoa nổi hạc vềlưu ảnh lụa ;
Bình ngăn tiên vắng lẻgòđan ( 1 ) ."
"風過林空花滿地
丹成爐在火無煙","Phong quá lâm không hoa mãn địa;
Đan thành lô tại hỏa vôyên.","Gió qua rừng trống hoa mãn địa ( 2 ) ;
Đan thành lò tại hỏa_vôyên ( 3 ) ."
"夢不醒來野鶴空悲華表月
事都撇去桃華那戀武陵春","Mộng bất tỉnh lai, dãhạc không bi hoa biểu nguyệt;
Sựđôphách khứ, đào hoa na luyến vũlăng xuân.","Mộng chẳng tỉnh rồi , hạc nội vụt bay sầu ánh nguyệt ;
Việc đều bỏhết , hoa đào rơi cánh thảm mầu xuân ."
"子道無成空讀禮
親恩罔極望回雲","Tửđạo vôthành không độc lễ;
Thân ân võng cực vọng hồi vân.","Đạo trẻchẳng thành lười đọc lễ ;
Ơn cha vô_tận ngóng hồi mây ."
"深恩未報慚為子
飲泣難銷忝作人","Thâm ân vịbáo tàm vi tử;
Ẩm  khấp nan tiêu thiêm tác nhân.","Ơn sâu chưa báo làm con thẹn ;
Nuốt tủi khôn tiêu cách sống hèn ."
"遇亦甚難哉慷慨先已駙馬子
神當不沒矣悽愴長在昇龍門","Ngộdiệc thậm nan tai! Khảng khái tiên dĩphòmãtử;
Thần đương bất một hĩ! Thêthương trường tại Thăng Long môn.","Cảnh ngộthật khóthay , khảng_khái trước hi_sinh – con phòmã ;
Tinh_thần không mất vậy , cảm_thương người vời_vợi đất Thăng_Long ."
"同郡疊告哀君之逝去竹堂范老幾何日
八年兩制敵今之役視癸酉往事勝一籌","Đồng quận điệp cáo ai, quân chi thệkhứTrúc Đường Phạm lão kỷhànhật;
Bát niên lưỡng chếđịch, kim chi dịch thịQuíDậu vãng sựthắng nhất trù.","Đồng_hương liên_tiếp cáo tang , ông ra đi cách Phạm Trúc Đường làmấy ?
Tám năm hai phen dẹp giặc , việc ngày_nay so năm QuýDậu hơn nhiều ."
"廿年使許身報國何以家為何家非家亦何家是家家國夢中苦最苦國破家亡仇尚在
一片心殉義捐生欲得死所欲死不死未欲死竟死死生度外悲奚悲生雄死烈志難埋","Trấp niên sửhứa thân báo quốc, hàdĩgia vi, hàgia phi gia, diệc hàgia thịgia, gia quốc mộng trung, khổtối khổ, quốc phágia vong cừu thượng tại;
Nhất phiến tâm tuẫn nghĩa quyên sinh, dục đắc tửsở, dục tửbất tử, vịdục tửcánh tử, tửsinh độngoại, bi hềbi, sinh hùng tửliệt chínan mai.","Hai mươi năm đem thân báo nước , nào kểchi nhà , nhànào lànhà , nhànào không phải nhà , trong mộng nước_nhà , khổlàkhổ , nước mất nhàtan , thùvẫn đó .
Một tấm lòng vìnghĩa quên_mình , muốn tìm chỗchết , muốn chết không chết , không muốn chết lại chết , ngoài vòng sống_chết , sống hùng chết liệt , chíkhôn vùi ."
"忠孝有真傳念祖國念同胞豈忍天涯遺老父
英雄無印板亦頑民亦義士管教史筆屬名家","Trung hiếu hữu chân truyền, niệm Tổquốc, niệm đồng bào, khởi nhẫn thiên nhai di lão phụ;
Anh hùng vô ấn bản, diệc ngoan dân, diệc nghĩa sĩ, quản giao sửbút thuộc danh gia.","Trung hiếu do truyền_thống từxưa , nghĩTổquốc , nghĩđồng bào , khởi nhẫn thiên nhai di_lão phụ ;
Anh_hùng không bản in đểlại , cũng ngoan dân , cũng nghĩa_sĩ , rồi_đây bút sửchép danh gia ."
"霹靂一聲群奸膽散
江山千古大俠魂香","Tịch lịch nhất thanh quần gian đảm tán
Giang sơn thiên cổđại hiệp hồn hương.","Sấm_sét một tiếng_vang , bọn gian gan nát ;
Non_sông ngàn thuởmãi , hiệp sĩhồn hương ."
"讀四千年歷史刺客傳俠客傳乃君為開卷第一人固應日月星辰高懸姓字
語五千萬同胞吾民仇吾國仇矧汝亦亞黃真貴種好與江山城郭洗凈腥羶","Độc tứthiên niên lịch sử, Thích khách truyện, Hiệp khách truyện nãi quân vi khai quyển đệnhất nhân, cốưng nhật nguyệt tinh thần, cao huyền tính tự;
Ngữngũthiên vạn đồng bào, ngôdân cừu, ngôquốc cừu, thẩm nhữdiệc Á  hoàng chân quíchủng, hảo dữgiang sơn thành quách, tẩy tĩnh tinh chiên.","Đọc bốn nghìn năm lịch_sử , truyện Thích khách , truyện Hiệp_khách , với ông thật làngười đầu_tiên , vậy nên với mặt_trời , trăng sao , nêu cao tên_tuổi .
Nói năm ngàn vạn đồng_bào , thùdân ta , thùnước ta , huống mày cũng da vàng châu Á , thềphải vìnon sông thành_quách , rửa sạch hôi_tanh ."
