cn,vi
其母徽慈建皇太后鄭氏諱瑄乃雷陽水注人都督僉事兼左崇正仲峯之第四女也以洪德二十六年六月二十五日生憲宗時封简脩公,"Kì mẫu Huy Từ Kiến Hoàng thái hậu Trịnh thị, huý Tuyên, nãi Lôi Dương Thuỷ Chú nhân, Đô đốc thiêm sự kiêm Tả sùng chính Trọng Phong chi đệ tứ nữ dã, dĩ Hồng Đức nhị thập lục niên, lục nguyệt, nhị thập ngũ nhật, sinh Hiến Tông, thời phong Giản Tu công."
及威穆帝誅戮宗室乃挺,"Cập Uy mục Đế tru lục tông thất, nãi đĩnh.."
身入西都,thân nhập Tây Đô.
以端慶五年十月󰁮兵至東京遂殺威穆帝而自立以生日爲天保聖節稱仁海洞主及遇害鄭惟㦃降封為靈隱王後追尊襄翼帝,"Dĩ Đoan Khánh ngũ niên, thập nguyệt, cử binh chí Đông Kinh toại sát Uy Mục Đế nhi tự lập, dĩ sinh nhật vi Thiên Bảo thánh tiết, xưng Nhân Hải động chủ cập ngộ hại Trịnh Duy Sản, giáng phong vi Linh Ẩn Vương, hậu truy tôn Tương Dực Đế."
庚午洪順二年明正德五年,Canh Ngọ Hồng Thuận nhị niên [Minh Chính Đức ngũ niên ].
春正月論應義師功以義郡公阮文郎為義國公加紹郡公黎廣度為紹國公諒郡公黎輔為諒國公威郡公黎伯璘為威國公户部尚書鄭維岱為文郡公殿前都檢點瑞陽侯鄭侑為壽郡公駙馬都,"Xuân, chính nguyệt, luận ứng nghĩa sư công: dĩ Nghĩa quận công Nguyễn Văn Lang vi Nghĩa quốc công; gia Thiệu quận công Lê Quảng Độ vi Thiệu quốc công; Lượng quận công Lê Phụ vi Lượng quốc công; Uy quận công Lê Bá Lân vi Uy quốc công; Hộ bộ thượng thư Trịnh Duy Đại vi Văn quận công; Điện tiền đô kiểm điểm Thuỵ dương hầu Trịnh Hựu vi Thọ quận công; Phò mã đô.."
尉黎荗昭為延郡公文郎子阮弘裕為安和侯鄭惟㦃為美惠侯清華總兵僉事阮伯俊改伯佺為禮部尚書由禮伯清華承宣使黎嵩為吏部尚書󰦛書伯清華參政阮時雍為御史󰱑都御史良文伯譚慎徽為刑部尚書翰林院侍讀參掌翰林院事梁得朋為吏部左侍郎,uý Lê Mậu Chiêu vi Diên quận công; Văn Lang tử Nguyễn Hoằng Dụ vi An Hoà hầu; Trịnh Duy Sản vi Mĩ huệ hầu; Thanh Hoa tổng binh thiêm sự Nguyễn Bá Tuấn [Cải Bá Thuyên ] vi Lễ bộ thượng thư Do Lễ bá; Thanh Hoa thừa tuyên sứ Lê Tung vi Lại bộ thượng thư Đôn Thư bá; Thanh Hoa Tham chính Nguyễn Thì Ung vi Ngự sử đài Đô ngự sử Lương Văn bá; Đàm Thận Huy vi Hình bộ thượng thư Hàn lâm viện thị độc tham chưởng hàn lâm viện sự; Lương Đắc Bằng vi Lại bộ tả thị lang.
議置提領官有掌提領同提領剛提領提領四城軍務事其職掌則巡警京師各處斥堠擒捕姦非,"Nghị trí đề lĩnh quan, hữu chưởng đề lĩnh, đồng đề lĩnh, cương đề lĩnh, đề lĩnh, tứ thành quân vụ sự, kì chức chưởng tắc tuần cảnh kinh sư các xứ, xích hậu cầm bổ gian phi."
二月帝遣使如明,"Nhị nguyệt, đế khiển sứ như Minh."
刑部尚書譚慎徽東閣校書阮文泰兵科都給事中黎承休通事阮鋒行人三名從人八名奏事禮部左侍郎阮絅侍書武幹提刑阮𠃔文通事䏓好行人三名從人九名求封,"Hình bộ thượng thư Đàm Thận Huy, Đông các hiệu thư Nguyễn Văn Thái, Binh khoa đô cấp sự trung Lê Thừa Hưu, Thông sự Nguyễn Phong, hành nhân tam danh, tòng nhân bát danh tấu sự; Lễ bộ tả thị lang Nguyễn Quýnh, Thị thư Vũ Cán, Đề hình Nguyễn Doãn Văn, Thông sự Nguyễn Hảo, Hành nhân tam danh, tòng nhân cửu danh cầu phong."
時承休往至界首有疾乃遣兵科都給事中阮文俊代行,"Thời Thừa Hưu vãng chí giới thủ hữu tật, nãi khiển Binh khoa đô cấp sự trung Nguyễn Văn Tuấn đại hành."
帝稱仁海洞主,Đế xưng Nhân Hải động chủ.
二十七日以東閣學士杜絪為户部左侍郎絪改名岳避御稱仁海也,"Nhị thập thất nhật, dĩ Đông các học sĩ Đỗ Nhân vi Hộ bộ tả thị lang, Nhân cải danh Nhạc tị ngự xưng Nhân Hải dã."
太祖廟承塵墜,Thái tổ miếu thừa trần truỵ.
夏四月二十五日夜三更内竪阮克諧,"Hạ tứ nguyệt, nhị thập ngũ nhật, dạ tam canh, nội thụ Nguyễn Khắc Hài.."
亂逼帝幸重華宫又幸萬壽謹德敬天等殿,"loạn, bức đế hạnh Trùng Hoa cung, hựu hạnh Vạn Thọ, Cẩn Đức, Kính Thiên đẳng điện."
帝作國語詩大臣文武入侍奉和惟東閣校書陳翼和合格賜錢五貫,"Đế tác quốc ngữ thi, đại thần văn võ nhập thị phụng hoạ Duy Đông các hiệu thư Trần Dực hoạ hợp cách, tứ tiền ngũ quán."
夜時有内臣阮領迎帝幸連池,"Dạ thời, hữu nội thần Nguyễn Lĩnh nghinh đế hạnh liên trì."
逆徒出外以乘輿迎花溪王從為僞主,Nghịch đồ xuất ngoại dĩ thừa dư nghinh hoa khê vương tòng vi nguỵ chúa.
帝命壽郡公鄭侑等討之追至東河逆徒就戮者過半其餘黨渡河過菩提遁去三島山,"Đế mệnh Thọ quận công Trịnh Hựu đẳng thảo chi, truy chí Đông Hà, nghịch đồ tựu lục giả quá bán, kì dư đảng độ hà quá Bồ Đề độn khứ Tam Đảo sơn."
侑差裨將追討之,Hựu sai tì tướng truy thảo chi.
二十六日大赦,"Nhị thập lục nhật, đại xá."
詔置天武,Chiếu trí Thiên Võ.
聖威二衛在錦衣,Thánh Uy nhị vệ tại Cẩm y.
金吾之上,Kim ngô chi thượng.
其制帽樣用朱帽有金紅鳳趐,"Kì chế mạo dạng dụng chu mạo, hữu kim hồng phượng sí."
哀牢局蒙遣,Ai Lao cục mông khiển..
使到乂安𮞏本驛奏乞納欵㱕附,sứ đáo Nghệ An đệ bản dịch tấu khất nạp khoản quy phụ.
詔却之以新得國恐其窺窬國中故也,"Chiếu khước chi, dĩ tân đắc quốc, khủng kì khuy du quốc trung cố dã."
六月以生日為天保聖節,"Lục nguyệt, dĩ sinh nhật vi Thiên Bảo Thánh tiết."
秋八月太白經天,Thu bát nguyệt Thái Bạch kinh thiên.
改號令力士為體察力士,Cải hiệu lệnh Lực sĩ vi Thể sát lực sĩ.
九月初七日聖旨凣給賜田土桑洲譚池等項准各處宜給八其留脱猶在人未入官簿籍許太僕官自䏻尋覔具本奏文送下户部并本處承司許該勘具本取㫖轉送禮部奉行勑給公侯伯各有差,"Cửu nguyệt, sơ thất nhật, thánh chỉ: Phàm cấp tứ điền thổ, tang châu, đàm trì đẳng hạng chuẩn các xứ nghi cấp bát kì lưu thoát do tại nhân, vị nhập quan bạ tịch; hứa Thái bộc quan tự năng tầm mạch cụ bản tấu văn tống hạ Hộ bộ tịnh bản xứ Thừa ti hứa cai khám cụ bản, thủ chỉ chuyển tống Lễ bộ phụng hành sắc cấp công, hầu, bá các hữu sai."
冬十月以户部左侍郎杜岳為東各大𭓇士入侍經筵,"Đông thập nguyệt, dĩ hộ bộ tả thị lang Đỗ Nhạc vi Đông các đại học sĩ, nhập thị kinh diên."
起復吏部左侍郎梁得朋兼東閣𭓇士入侍經筵固辭不受,Khởi phục Lại bộ tả thị lang Lương Đắc Bằng kiêm Đông các học sĩ nhập thị kinh diên cố từ bất thụ.
得朋因献治平十四策其畧曰臣聞古之聖君不以天下既治而忽警戒之念古之賢臣不以其君既聖而忘箴䂓之心,"Đắc Bằng nhân hiến trị bình thập tứ sách kì lược viết: ""Thần văn, cổ chi thánh quân, bất dĩ thiên hạ ký trị nhi hốt cảnh giới chi niệm, cổ chi hiền thần bất dĩ kì quân ký thánh nhi vong châm quy chi tâm."
是以󰔄舜之時既熙暭矣而伯益之矢謨則曰罔遊于逸罔滛于樂無怠無荒慄慄乎如危亡之將至,"Thị dĩ, Ngu Thuấn chi thời ký hi hạo hĩ nhi Bá Ích chi thỉ mô tắc viết võng du vu dật, võng dâm vu lạc, vô đãi vô hoang, lật lật hồ như nguy vong chi tương chí."
帝舜納其言而戒其所當戒此所以為大聖也,Đế Thuấn nạp kì ngôn nhi giới kì sở đương giới thử sở dĩ vi đại thánh dã.
漢文之時既富,Hán Văn chi thời ký phú..
庶矣而賈誼之献策必曰厝火積薪可為流涕可為痛哭懦懦乎若禍患之已刑,"thứ hĩ, nhi Giả Nghị chi hiến sách tất viết thố hoả tích tân, khả vi lưu thế, khả vi thống khốc nhu nhu hồ, nhược hoạ hoạn chi dĩ hình."
文帝納其言而憂其所當憂此所以為賢君也,"Văn Đế nạp kì ngôn nhi ưu kì sở đáng ưu, thử sở dĩ vi hiền quân dã."
盖以臣之進言不諄勤不激切則無以助人君納諫之,"Cái dĩ thần chi tiến ngôn bất truân cần, bất khích thiết, tắc vô dĩ trợ nhân quân nạp gián chi."
明君之聽言不釆納不寬容則無以開人臣進諫之路,"Minh quân chi thính ngôn bất thái nạp, bất khoan dung tắc vô dĩ khai nhân thần tiến gián chi lộ."
今陛下寬仁大度不嗜殺人復高祖之業救萬民之命,"Kim bệ hạ khoan nhân đại độ, bất thị sát nhân, phục Cao Tổ chi nghiệp, cứu vạn dân chi mệnh."
四海之内如觧倒懸莫不延頸𠆳踵,"Tứ hải chi nội, như giải đảo huyền, mạc bất diên cảnh trùm chủng."
仰望新政之成,ngưỡng vọng tân chính chi thành.
皷舞太平之治,cổ vũ thái bình chi trị.
然而即位以來和氣未調干戈未戢朝,"Nhiên nhi tức vị dĩ lai, hoà khí vị điều, can qua vị tập, triều.."
綱未󰁮軍政未脩灾異屢見恐天道之未順山石剥削恐地道之未寧,"cương vị cử, quân chính vị tu, tai dị lũ kiến, khủng thiên đạo chi vị thuận, sơn thạch bác tước, khủng địa đạo chi vị ninh."
奸宄竊𭛁逆賊潜萌恐人道之未安也,"Gian quỹ thiết phát, nghịch tặc tiềm manh, khủng nhân đạo chi vị an dã."
而在朝之臣知而不言其自計得矣如國計何臣忝以舊臣義同休戚𨿽在衰絰之中通䘮未畢而陛下以義奪情置之侍從盖欲臣有所議論猷為裨益天下輔賛太平矣,"Nhi tại triều chi thần, tri nhi bất ngôn, kì tự kế đắc hĩ, như quốc kế hà? Thần thiểm dĩ cựu thần, nghĩa đồng hưu thích, tuy tại suy điệt chi trung, thông táng vị tất, nhi bệ hạ dĩ nghĩa đoạt tình, trí chi thị tung, cái dục thần hữu sở nghị luận du vi ti ích thiên hạ phụ tán thái bình hĩ."
如臣不言旅進旅退碌碌隨人苟容竊祿則臣之中孝两虧何以報陛下之恩盡人臣之職每念時事則終夜不寝臨,"Như thần bất ngôn lữ tiến lữ thoái, lục lục tuỳ nhân cẩu dung thiết lộc, tắc thần chi trung hiếu lưỡng khuy hà dĩ báo bệ hạ chi ân, tận nhân thần chi chức? Mỗi niệm thời sự tắc chung dạ bất tẩm, lâm.."
食不飱犬馬之心自不能以,"thực bất san, khuyển mã chi tâm tự bất năng dĩ."
謹條治平十四策以文一曰致警戒以弭灾異之變,Cẩn điều trị bình thập tứ sách dĩ văn nhất viết: Trí cảnh giới dĩ nhĩ tai dị chi biến.
二曰篤思孝以󰦛忠厚之心,Nhị viết đốc tư hiếu dĩ đôn trung hậu chi tâm.
三曰遠清色以正一心之本,Tam viết viễn thanh sắc dĩ chính nhất tâm chi bản.
四曰去邪佞以清萬化之原,Tứ viết Khứ tà nịnh dĩ thanh vạn hoá chi nguyên.
五曰惜官爵以謹勸懲之典,Ngũ viết tích quan tước dĩ cẩn khuyến trừng chi điển.
六曰公銓選以清士進之途,Lục viết công thuyên tuyển dĩ thanh sĩ tiến chi đồ.
七曰節財用以󰦛儉樸之風,Thất viết tiết tài dụng dĩ đôn kiệm phác chi phong.
八曰褒節義以重綱常之道,Bát viết bao tiết nghĩa dĩ trọng cương thường chi đạo.
九曰禁賄賂以革貪墨之風,Cửu viết cấm hối lộ dĩ cách tham mặc chi phong.
十曰脩武僃以壮金湯之势,Thập viết tu vũ bị dĩ tráng kim thang chi thế.
十一曰擇󰱑楝以作敢言之氣,Thập nhất viết trạch đài luyện dĩ tác cảm ngôn chi khí.
十二曰寬力役以孚徯望之,Thập nhị viết khoan lực dịch dĩ phù hề vọng chi..
情,tình.
十三曰信號令以一四方之志,Thập tam viết tín hiệu lệnh dĩ nhất tứ phương chi chí.
十四曰謹法度以開太平之治,Thập tứ viết cẩn pháp độ dĩ khai thái bình chi trị.
以上等策上干睿覽,Dĩ thượng đẳng sách thượng can duệ lãm.
臣又聞古語云蒭蕘之言聖人擇焉,"Thần hựu văn cổ ngữ vân: ""Su nghiêu chi ngôn, thánh nhân trạch yên""."
書曰知之非艱行之惟艱,"Thư viết: ""Tri chi phi gian, hành chi duy gian""."
臣願陛下勿以臣言為迂闊擇而行之戒其所當戒憂其所當憂庶乎天道可順地道可寧人道可安太平可致也,"Thần nguyện bệ hạ vật dĩ thần ngôn vi vu khoát, trạch nhi hành chi, giới kì sở đương giới, ưu kì sở đương ưu thứ hồ? Thiên đạo khả thuận, địa đạo khả ninh, nhân đạo khả an, thái bình khả trí dã."
上從之,Thượng tòng chi.
加紹國公黎廣度平章軍國重事總統國政太宰太師,"Gia Thiệu quốc công Lê Quảng Độ Bình chương quân quốc trọng sự, tổng thống quốc chính thái tể thái sư."
還常川舍人,Hoàn thường xuyên xá nhân.
初景統年間停常川司舍人,"Sơ Cảnh Thống niên gian, đình thường xuyên ti xá nhân."
至是掌衛明倫侯黎念具,"Chí thị, Chưởng vệ minh luân hầu Lê Niệm cụ.."
本請還從之,bản thỉnh hoàn tòng chi.
作天光殿,Tác Thiên Quang điện.
定賞蕉園寶陀及鎮宇皇城店,"Định thưởng Tiêu Viên, Bảo Đà cập Trấn Vũ, Hoàng Thành điếm."
功詔山南各處貟人於蕉園處安寕安謨奉化家遠等縣預從義師并從諸營有官賞五資無官者饒軍色倣如前聽󰰻例輸番習藝宿直,"Công chiếu Sơn Nam các xứ viên nhân ư Tiêu Viên xứ Yên Ninh, Yên Mô, Phụng Hoá, Gia Viễn đẳng huyện dự tòng nghĩa sư tịnh tòng chư dinh hữu quan thưởng ngũ tư, vô quan giả nhiêu quân sắc phỏng như tiền thính bát lệ thâu phiên tập nghệ túc trực."
再有暫留宿直功與宿直同有官陛一級無官者除正九品,"Tái hữu tạm lưu túc trực công dữ túc trực, đồng hữu quan bệ nhất cấp, vô quan giả trừ chánh cửu phẩm."
有宿直󰱇入議衛而無從議師賈除從九品,"Hữu túc trực tuyển nhập nghị vệ, nhi vô tòng nghị sư giả trừ tòng cửu phẩm."
衛士俊士功臣子孫儒生監生文属等項勤幹壮健者除護衛勤幹不壮健者除外任各職,"Vệ sĩ, tuấn sĩ, công thần, tử tôn, nho sinh, giám sinh, văn thuộc đẳng hạng cần cán, tráng kiện giả trừ hộ vệ, cần cán, bất tráng kiện giả trừ ngoại nhiệm các chức."
軍色,Quân sắc..
民人有軍功並許本職隋庶除用子孫並得承蔭,"dân nhân, hữu quân công, tịnh hứa bản chức tuỳ thứ trừ dụng, tử tôn tịnh đắc thừa ấm."
各處員人有能就西都城從駕有公者與清華員人軍功賞同,"Các xứ viên nhân, hữu năng tựu Tây Đô thành tòng giá, hữu công giả dữ Thanh Hoa viên nhân quân công thưởng đồng."
若清潭今改清池上福清威慈廉等縣貟人鎮守并輪番守皇城外店有官者陞一級無官者饒軍色各項倣如前聽󰰻例輪二十番守皇城外店習藝,"Nhược Thanh Đàm [Kim cải Thanh Trì], Thượng Phúc, Thanh Oai, Từ Liêm, đẳng huyện viên nhân trấn thủ tịnh luân phiên thủ hoàng thành ngoại điếm, hữu quan giả thăng nhất cấp, vô quan giả nhiêu quân sắc các hạng phỏng như tiền thính bát lệ, luân nhị thập phiên thủ Hoàng thành ngoại điếm, tập nghệ."
若有輪番宿直無鎮守賞五資輪二十番守皇城外店儒生生徒賞五資,"Nhược hữu luân phiên túc trực vô trấn thủ thưởng ngũ tư, luân nhị thập phiên thủ Hoàng thành ngoại điếm nho sinh, sinh đồ thưởng ngũ tư."
十一月帝遣御史󰱑副都御史杜履謙翰林,"Thập nhất nguyệt, đế khiển ngự sử đài phó đô ngự sử Đỗ Lí Khiêm, Hàn lâm.."
院侍讀兼史官阮秉和超類永世人初名文献提刑監察御史阮德光通事阮明行人入名從人二十五名如明歲貢,"viện thị độc kiêm sử quan Nguyễn Bỉnh Hoà [Siêu Loại Vĩnh Thế nhân sơ danh Văn Hiến ], đề hình giám sát ngự sử Nguyễn Đức Quang, Thông sự Nguyễn Minh, Hành nhân bát danh tòng nhân nhị thập ngũ danh như Minh tuế cống."
置直金光殿添寶刀司,Trí Trực Kim Quang điện Thiêm bảo đao ti.
以費萬全永類春池人為御史󰱑副都御史范謙柄為僉都御史加良文伯阮時雍奉直大夫尚書御史台都御史杜岳奉直大夫尚書東閣大學士入内京筵由禮伯阮伯佺奉直大夫禮部尚書程志森奉直大夫工部尚書武瓊朝列大夫兵部尚書范暭嘉行大夫户部,"Dĩ Phí Vạn Toàn [Vĩnh Loại Xuân Trì nhân ] vi Ngự sử đài phó đô ngự sử, Phạm Khiêm Bính vi Thiêm Đô ngự sử; Gia Lương Văn Bá, Nguyễn Thì Ung Phụng trực đại phu, Thượng thư ngự sử đài đô ngự sử; Đỗ Nhạc Phụng trực đại phu, Thượng thư đông các đại học sĩ nhập nội kinh diên; Do Lễ bá Nguyễn Bá Thuyên Phụng trực đại phu, Lễ bộ thượng thư; Trình Chí Sâm Phụng trực đại phu, Công bộ thượng thư; Vũ Quỳnh triều liệt đại phu Binh bộ thượng thư; Phạm Hạo Gia hành đại phu hộ bộ.."
左侍郎鄧明謙朝列大夫吏部左侍郎黎挺之為户部左侍郎,"tả thị lang; Đặng Minh Khiêm triều liệt đại phu, Lại bộ tả thị lang Lê Đĩnh Chi vi Hộ bộ tả thị lang."
辛未三年明正德六年,Tân Mùi tam niên [Minh Chính Đức lục niên ].
春正月朔日有食之,Xuân chính nguyệt sóc nhật hữu thực chi.
二月帝謁籃京,"Nhị nguyệt, đế yết Lam Kinh."
時申惟岳吳文綜起兵于京北安富東岸加林等縣地方有安富儒生朱植告于東京留守瑞郡公吳柄金原伯鄭伯适遣兵擊破之擒維岳文綜等檻送京師傳指行在,"Thời Thân Duy Nhạc, Ngô Văn Tống khởi binh vu Kinh Bắc, Yên Phú, Đông Ngàn, Gia Lâm đẳng huyện địa phương, hữu Yên Phú nho sinh Chu Thực cáo vu Đông Kinh lưu thủ Thuỵ quận công Ngô Bính, Kim nguyên bá Trịnh Bá Quát khiển binh kích phá chi, cầm Duy Nhạc, Văn Tống đẳng giám tống Kinh sư, truyền chỉ hành tại."
初維岳於端慶年聞舉進士出身官至錦衣衛斷事直金光殿,"Sơ Duy Nhạc ư Đoan KHánh niên văn cử tiến sĩ xuất thân, quan chí Cẩm y vệ đoán sự, trực Kim Quang điện."
志帝起義師弑愍,Chí đế khởi nghĩa sư thí Mẫn..
厲公維岳遂回家不士稱兵作亂,"Lệ công, Duy Nhạc toại hồi gia bất sĩ, xưng binh tác loạn."
至侍誅之,"Chí thị, tru chi."
後賞朱植功除奉天府尹維岳武寕大璉人,"Hậu thưởng Chu Thực công, trừ Phụng Thiên Phủ doãn [Duy Nhạc Vũ Ninh đại Liễn nhân ]."
帝𭛁金山并六宫妃嬪幸金甌寺晚駐飛來寺觀𧡟舟幸顯仁殿又幸盛美殿,"Đế phát Kim Sơn tịnh lục cung phi tần hạnh Kim Âu tự, vãn trú Phi Lai tự quan quan chu, hạnh Hiển Nhân điện, hựu hạnh Thịnh Mĩ điện."
御營駐十翠靄遇暴風大作御舟並漂蕩,"Ngự dinh trú thập Thuý Ái, ngộ bạo phong đại tác, ngự chu tịnh phiêu đãng."
三月會試天下士人取阮泰華等四十四名泰華青林大育人廷試同進士出身,"Tam nguyệt, hội thí thiên hạ sĩ nhân, thủ Nguyễn Thái Hoa đẳng tứ thập tứ danh [Thái Hoa Thanh Lâm Đại Dục nhân đình thí đồng tiến sĩ xuất thân]."
及廷試帝親策問以古今治道,"Cập đình thí, đế thân sách vấn dĩ cổ kim trị đạo."
命提調太宰太師紹國公黎廣度,Mệnh Đề điệu Thái tể Thái sư Thiệu quốc công Lê Quảng Độ.
知貢舉工部上書程志森監試户部左侍郎范暭,"Tri cống cử Công bộ thượng thư Trình Chí Sâm, giám thí Hộ bộ tả thị lang Phạm Hạo.."
吏部左侍郎鄧鳴謙讀識卷禮部上書阮伯銓尚書御史󰱑都御史阮時雍尚書東閣大𭓇士入侍經筵杜岳及奉卷進讀,"Lại bộ tả thị lang Đặng Minh Khiêm; độc thức quyển Lễ bộ thượng thư Nguyễn Bá Thuyên, Thượng thư ngự sử đài đô ngự sử Nguyễn Thì Ung, Thượng thư Đông các đại học sĩ nhập thị kinh diên Đỗ Nhạc cập phụng quyển tiến độc."
上親覽定其髙下,Thượng thân lãm định kì cao hạ.
賜第一甲黄義富陳保信武維周三名,Tứ Đệ nhất giáp Hoàng Nghĩa Phú Trần Bảo Tín Vũ Duy Chu tam danh.
進士及第第二甲裴𠃔恊等九名進士出身第三甲陳𠃔明等三十五名同進士出身,Tiến sĩ cập đệ đệ nhị giáp Bùi Doãn Hiệp đẳng cửu danh; tiến sĩ xuất thân Đệ tam giáp Trần Doãn Minh đẳng tam thập ngũ danh đồng tiến sĩ xuất thân.
夏四月命都督同知黎豊為都将范德贇為參将阮篤為總督徃廣南順化地方捕公象,"Hạ, tứ nguyệt, mệnh Đô đốc đồng tri Lê Phong vi đô tướng, Phạm Đức Bân vi tham tướng, Nguyễn Đốc vi tổng đốc vãng Quảng Nam, Thuận Hoá địa phương bổ công tượng."
以黎公澄為海陽參政范謙柄為海陽憲,"Dĩ Lê Công Trừng vi Hải Dương tham chính, Phạm Khiêm Bính vi Hải Dương hiến.."
察使,sát sứ.
兵部尚書國子監司業兼史官都總裁武瓊唐安縣慕澤社進大越通鑑通考述自鴻庞氏至十二使君以前為外紀自丁先皇至本朝太祖髙皇帝大定初年為本紀并詳節歷代紀年凣二十六卷,"Binh bộ thượng thư Quốc tử giám tư nghiệp kiêm sử quan đô tổng tài Vũ Quỳnh [Đường An huyện Mộ Trạch xã], tiến Đại Việt thông giám thông khảo, thuật tự Hồng Bàng thị chí thập nhị sứ quân dĩ tiền vi Ngoại kỷ tự Đinh Tiên Hoàng chí bản triều Thái Tổ Cao Hoàng đế đại định sơ niên vi bản kỷ, tịnh tường tiết lịch đại kỷ niên, phàm nhị thập lục quyển."
進封天武衛都指揮使莫登庸為武川伯,Tiến phong Thiên vũ vệ đô chỉ huy sứ Mạc Đăng Dung vi Vũ Xuyên bá.
時豪傑并衛士皆云東方有天子氣,Thời hào kiệt tịnh vệ sĩ giai vân: Đông phương hữu thiên tử khí.
帝使義國公阮文郎以術士往塗山厭之,Đế sử Nghĩa quốc công Nguyễn Văn Lang dĩ thuật sĩ vãng Đồ Sơn yếm chi.
登庸亦在此行終不之𮗓,Đăng Dung diệc tại thử hành chung bất chi giác.
二十七日頒治平寶範于天下凣五十條,"Nhị thập thất nhật, ban Trị bình bảo phạm vu thiên hạ, phàm ngũ thập điều."
諭文武,Dụ văn võ..
官貟百姓等惟天惠民必立之君師惟辟奉天必先之教養,"quan vie^n ba'ch ti'nh dda(?ng: Duy thie^n hue^. da^n, ta^'t la^.p chi qua^n su+, duy bi'ch phu.ng thie^n, ta^'t tie^n chi gia'o du+o+~ng."
所以和民心阜民財致國家長治久安之效也,"So+? di~ hoa` da^n ta^m, phu. da^n ta`i tri' quo^'c gia tru+o+`ng tri. cu+?u an chi hie^.u da~."
昔堯舜底時雍熙暭之休本乎五典之惇九叙之歌,"Ti'ch Nghie^u, Thua^'n dde^? tho+`i ung hi ha.o chi hu+u, ba?n ho^` Ngu~ ddie^?n chi ddo^n, cu+?u tu+. chi ca\."
湯武臻嘉靖太和之治本於五教之敷八政之用,"Thang, Vu~ tra(n gia ti~nh tha'i hoa` chi tri., ba?n u+ Ngu~ gia'o chi phu, Ba't chi'nh chi du.ng."
是聖帝明王代天理物曷賞外教養以為治哉,"Thi. tha'nh dde^', minh vu+o+ng dda.i thie^n li' va^.t, ha.t thu+o+?ng ngoa.i gia'o du+o+~ng di~ vi tri. tai\."
太祖髙皇帝創業垂統立𭓇勸農以寵綏乎四方太宗文皇帝繼志術事󰦛化厚民以和寧乎萬國聖宗淳皇帝祗紹先猷盡偷盡制頒大誥以,"Tha'i To^? Cao Hoa`ng dde^' sa'ng nghie^.p, thuy` tho^'ng, la^.p ho.c, khuye^'n no^ng di~ su?ng tuy ho^` tu+' phu+o+ng; Tha'i To^ng Va(n Hoa`ng dde^' ke^' chi' thua^.t su+., ddo^n hoa' ha^.u da^n, di~ hoa` ninh ho^` va.n quo^'c' Tha'nh To^ng Thua^`n Hoa`ng dde^' chi thie^.u tie^n du, ta^.n du ta^.n che^', ban DDa.i ca'o di~.."
󰦛風化之原憲宗睿皇帝克篤前烈󰦞誓󰦞康作敷言以厲興平之俗重熙累洽德博化󰦛治效之隆於斯為盛比,"đôn phong hoá chi nguyên; Hiến Tông Duệ Hoàng Đế khắc đốc tiền liệt, du thệ du khang, tác phu ngôn dĩ lệ hưng bình chi tục, trọng hi luỹ hiệp, đức bác hoá đôn, trị hiệu chi long ư tư vi thịnh tỉ."
至端慶年間内朝干政外戚專權法禁煩苛紀綱紊亂農桑失業風俗日偷甚可憫也,"Chí Đoan Khánh niên gian, nội triều can chính, ngoại thích chuyên quyền, pháp cấm phiền hà, kỷ cương vặn loạn, nông tang thất nghiệp, phong tục nhật du, thậm khả mẫn dã."
朕念祖宗締造之艱難軫兆姓閭閻之疾苦為宗社生民計大󰁮義兵永清四海,"Trẫm niệm tổ tông đế tạo chi gian nan, chẩn triệu tính lư diêm chi tật khổ, vị tông xã sinh dân kế, đại cử nghĩa binh vĩnh thanh tứ hải."
即位之始敷教慎罸以防範民心𭛁政施仁以迓續天命,"Tức vị chi thuỷ, phu giáo, thận phạt, dĩ phòng phạm dân tâm; phát chính thi nhân dĩ nhạ tục thiên mệnh."
惟欲典章制度焕然一新乃取其有関政治風俗者輯為治平,"Duy dục điển chương chế độ hoán nhiên, nhất tân nãi thủ kì hữu quan chính trị, phong tục giả, tập vi Trị bình.."
寶範以頒行天下,bảo phạm dĩ ban hành thiên hạ.
惟尔臣庶咸體朕心是訓是行同㱕于治以享萬世太平之福以綿億年永遠之圖,"Duy nhĩ thần thứ, hàm thể trẫm tâm, thị huấn thị hành đồng quy vu trị, dĩ hưởng vạn thế thái bình chi phúc, dĩ miên ức niên vĩnh viễn chi đồ."
所有訓條開列于左一人臣事君宜咸懷忠良恪居官職國尔忘家公尔忘私同寅恊恭直言極諫不可阿䛕取容竊祿倖位私受干謁賣爵鬻獄以𦤶妨害治道,"Sở hữu huấn điều khai liệt vu tả: Nhất nhân thần sự quân, nghi hàm hoài trung lương, khác cư quan chức, quốc nhĩ vong gia, công nhĩ vong tư, đồng dần hiệp cung, trực ngôn cực gián, bất khả a dua, thủ dung thiết lộc, hạnh vị tư thụ, can yết mại tước, chúc ngục dĩ trí, phương hại trị đạo."
違者治以重罪,Vi giả trị dĩ trọng tội.
一皇宗功臣掖庭勢家與國同休戚當體朝廷愛養生民之意,"Nhất hoàng tôn công thần dịch đình thế gia, dữ quốc đồng hưu thích đương thể triều đình ái dưỡng sinh dân chi ý."
