cn,sv,vi
"八 歲 佳 人 歡 解 語
九 齡 才 子 試 明 經","Bát tuế giai nhân hoan giải ngữ.
Cửu linh tài tử thí minh kinh.","Tám tuổi giai nhân mừng giải ngữ.
Lên chín tài tử thử minh kinh."
"巹 合 洞 房 方 妙 歲
明 經 藝 苑 正 髫 年","Cẩn hợp động phòng phương diệu tuế.
Minh kinh nghệ uyển chính điều niên.","Động phòng hợp cẩn khi vừa lớn.
Vườn nghệ thông kinh tuổi trái đào."
"髫 年 喜 協 明 經 選
幼 歲 欣 瞻 詠 雪 才","Điều niên hỷ hiệp minh kinh tuyển.
Ê u tuế hân chiêm vịnh tuyết tài.","Từng dự minh kinh khi để chỏm.
Đã tài vịnh tuyết lúc còn thơ."
"芳 名 此 日 登 天 府
花 燭 今 宵 映 洞 房","Phương danh thử nhật đăng thiên phủ.
Hoa chúc kim tiêu ánh động phòng.","Tiếng thơm ngày ấy nêu thiên phủ.
Hoa đuốc đêm nay sáng động phòng."
"雍 宮 擅 藻 推 佳 士
繡 閣 摛 崋 貯 麗 人","Ung cung thiện tảo suy giai sỹ.
Tú các xi hoa trữ lệ nhân.","Cung đình mũ áo tôn giai sỹ.
Gác cao hoa lệ đợi giai nhân."
"名 題 鳳 閣 徽 遠
筆 畫 娥 眉 氣 象 新","Danh đề phượng các phương huy viễn.
Bút hoạ nga my khí tượng tân.","Tên nêu gác phượng, thơm còn mãi.
Bút vẽ mày ngài, vẻ mới thay."
"辟 雍 池 煖 觀 龍 躍
繡 閣 香 浮 聽 鳳 鳴","Tịch ung trì noãn quan long dược.
Tú các hương phù thính phượng minh.","Chốn thanh, ao ấm, xem rồng nhảy.
Gác đẹp, hương bay, nghe phượng kêu."
"位 列 雍 宮 南 北 試
當 聯 花 燭 室 家 宜","Vị liệt ung cung nam bắc thí.
Đường liên hoa chúc thất gia nghi.","Chỗ đứng cung đình xét nam bắc.
Nhà treo hoa đuốc đẹp cửa nhà."
"璧 水 輕 飄 紅 葉 句
園 橋 垂 愛 綠 衣 郎","Bích thuỷ khinh phiêu hồng diệp cú.
Viên kiều thuỳ ái lục y lang.","Nước biếc nhẹ bay câu lá đỏ.
Cầu ngân lưu luyến chàng áo xanh."
"園 橋 門 外 紅 葉 句
銀 燭 臺 前 白 雪 詩","Viên kiều môn ngoại hồng diệp cú.
Ngân chúc đài tiền bạch tuyết thi.","Trước cồng cầu ngân câu lá đỏ.
Trên lầu thơ tuyết dưới đuốc hoa."
"雍 門 桃 李 恩 初 屋
繡 閣 笙 簧 調 水 諧","Ung môn đào lý ân sơ ốc.
Tú các sinh hoàng điệu thuỷ hài.","Cửa cung đào mận, ơn vừa thấm.
Gác đẹp sinh hoàng, điệu mới hoà."
"佳 兒 佳 婦 聯 佳 氣
大 德 大 年 表 大 廷","Giai nhi giai phụ liên giai khí.
Đại đức đại niên biểu đại đình.","Con hay cha hay, lắm vẻ hay.
Đức lớn tuổi lớn, sân triều lớn."
"當 夏 佳 兒 歡 合 巹
來 秋 乃 祖 樂 含 飴","Đương hạ giai nhi hoan hợp cẩn.
Lai thu mãi tổ lạc hàm di.","Hạ tới con trai vui hợp cẩn.
Thu sau lên nội ngậm đường nha."
"此 日 家 冠 尊 醮 命
他 年 繩 武 有 英 人","Thử nhật gia quan tôn tiếu mạnh.
Tha niên thằng vũ hữu anh nhân.","Ngày ấy đội mũ rượu vâng mệnh.
Năm sau nối nghiệp có anh tài."
"肖 子 良 緣 眉 試 畫
阿 翁 喜 色 耳 何 聾","Tiêu tử lương duyên my thí hoạ.
A ông hỷ sắc nhĩ hà lung.","Con nhỏ vui duyên thử vẽ mày.
Ông già mừng rỡ nên tai điếc."
"序 列 三 偕 孫 娶 媳
祥 開 四 葉 子 為 翁","Tự liệt tam giai tôn thú tức.
Tương khai tứ diệp tử vi ông.","Tính đã ba đời cháu lấy vợ.
Mừng xem tứ đại con lên ông."
"喜 值 三 秋 陳 醮 席
旋 覘 四 代 舞 斑 衣","Hỷ trị tam thu trần tiếu tịch.
Toàn chiêm tứ đại vũ ban y.","Mừng đã ba thu bày tiệc rượu.
Ngoái xem tứ đại múa áo hoa."
"王 父 詒 謀 聯 冠 命
嫡 孫 衍 慶 顯 弧 門","Vương phụ di mưu liên quán mạnh.
Đích tôn diễn khánh hiển hồ môn.","Vương phụ lo toan làm kẻ cả.
Đích tôn mừng thọ rạng cung dâu."
"鳳 卜 已 酬 王 父 願
熊 祥 早 葉 太 人 占","Phượng bốc dĩ thù vương phụ nguyện.
Hùng tường tảo diệp thái nhân chiêm.","Đoán phượng xem ra vừa ý bố.
Điềm hùng chừng đã sớm theo ông"
"崋 堂 初 詠 雎 麟 甸
繡 閣 新 編 博 議 書","Hoa đường sơ vịnh thư lân điện.
Tú các tân biên bác nghị thư.","Nhà hoa vừa vịnh nội thư lân.
Gác đẹp mới biên sách bác nghị."
"崋 開 連 理 描 新 樣
酒 飲 交 杯 醉 太 平","Hoa khai liên ý miêu tân dạng.
Tửu ẩm giao bôi tuý thái bình.","Liền cành hoa nở vẻ thanh tân.
Trao chén rượu mời say khang thái."
"笙 吹 夜 月 無 雙 韻
鳳 占 于 山 第 一 峰","Sinh suy dạ nguyệt vô song vận.
Phượng chiếm Vu Sơn đệ nhất phong.","Tiêu thổi đêm trăng không tiếng hoạ.
Phượng đậu Vu Sơn đỉnh núi cao."
"留 菊 好 裝 金 屋 夜
望 梅 先 占 玉 堂 春","Lưu cúc hảo trang kim ốc dạ.
Vọng mai tiên chiếm ngọc đường xuân.","Nhà vàng mặc đẹp đêm hương cúc.
Đài ngọc đầu xuân sớm ngắm mai."
"雲 棲 欲 上 攀 丹 桂
月 殿 先 登 晤 素 娥","Vân thê dục thượng phan đan quế.
Nguyệt điện tiên đăng ngộ Tố Nga.","Thang mây những muốn vin đan quế.
Điện nguyệt vừa lên gặp tố nga."
"永 結 百 年 諧 靜 好
宏 開 五 世 慶 琪 昌","Vĩnh kết bách niên hài tĩnh hảo.
Hoằng khai ngũ thế khánh kỳ xương.","Trăm năm kết mối duyên hài đẹp.
Năm đời rộng mở chúc vinh xương."
"鸞 鳳 和 明 琴 瑟 樂
熊 羆 葉 夢 子 孫 多","Loan phượng hoà minh cầm sắt lạc.
Hùng bi diệp mộng tử tôn đa.","Phượng loan cùng hót vui cầm sắt.
Hùng bi mộng lá đông cháu con."
"花 堂 日 暖 朝 鳴 鳳
繡 閣 風 清 夜 夢 熊","Hoa đường nhật noãn triêu minh phượng.
Tú các phong thanh dạ mộng hùng.","Nhà hoa ngày ấm phượng sớm hót.
Gác xinh gió mát hùng đêm mơ."
"吐 鳳 雄 才 成 博 議
畫 娥 彩 筆 點 新 詩","Thổ phượng hùng tài thành bác nghị.
Hoạ nga thái bút điểm tân thi.","Tài hùng nhả phượng thành bác nghị.
Bút hay vẽ đẹp điểm tân thi."
"芙 蓉 帳 裡 香 風 度
翡 翠 簾 前 皓 月 來","Phù dung trướng lý hương phong độ.
Phỉ thuý liêm tiền hạo nguyệt lai.","Phù dung trong trướng hương phong độ.
Ngọc biếc trước rèm bóng trăng về."
"瑞 藹 崋 堂 欣 鳳 舞
香 笙 繡 閣 葉 況 飛","Thụy ái hoa đường hân phượng vũ.
Hương sinh tú các diệp hùng phi.","Mừng phượng múa nhà hoa mây phủ.
Lá hùng bay gác đẹp toả hương."
"宜 男 草 發 連 科 綠
多 子 花 開 及 第 紅","Nghi nam thảo phát liên khoa lục.
Đa tử hoa khai cập đệ hồng.","Nên trai thịnh phát liền khoa bảng.
Lắm con hoa nở nối ngôi cao."
"鴛 鴦 對 舞 輸 迴 月
鸞 鳳 偕 鳴 葉 納 春","Uyên ương đối vũ thâu hồi nguyệt.
Loan phượng giai minh diệp nạp xuân.","Uyên ương múa cặp thu vầng nguyệt.
Loan phượng cùng kêu đón gió xuân."
"雙 玉 初 諧 琴 瑟 調
五 花 新 授 鳳 鸞 封","Song ngọc sơ hài cầm sắt điệu.
Ngũ hoa tân thụ phượng loan phong.","Điệu cầm, sắt hài hoà đôi ngọc.
Vây phượng loan trao mới năm hoa."
"藍 橋 步 上 雲 程 月
紅 葉 詩 裁 繡 閣 春","Lam kiều bộ thượng vân trình nguyệt.
Hồng diệp thi tài tú các xuân.","Cầu lam bước nguyệt thẳng đường mây.
Lá đỏ gác xuân đề thơ đẹp."
"已 看 春 雲 籠 彩 鬢
還 窺 月 夜 印 金 蓮","Dĩ khán xuân vân lung thái mấn.
Hoàn khuy nguyệt dạ ấn kim liên.","Đã thấy mây xuân chùm mái tóc.
Còn xem trăng sáng rọi sen vàng."
"感必通求必應憐憫有情
內無外廣無邊英靈莫測","Cảm tất thông cầu tất ứng lân mẫn hữu tình
Nội vô ngoại quảng vô biên anh linh mạc trắc","Cảm ắt thông cầu ắt ứng, thương xót chúng hữu tình;
Trong trống rỗng ngoài mênh mang, anh linh chẳng thể lường."
"樹罩朝嵐煙引猊香熏瑞氣
溪流地醴笙和魚梵叶潮音","Thụ tráo triều lam yên dẫn nghê hương huân thụy khí
Khê lưu địa lễ sinh hòa ngư phạm hiệp triều âm","Cây phủ khí buổi sớm, khói dẫn nghê hương hun khí lành;
Khe chảy suối đất lành, sáo họa hợp tiếng gõ mõ tụng kinh."
"西域有聖人，教法長流萬世；
南天開福地，迦藍永振天軍","Tây Vực hữu thánh nhân, giáo pháp trường lưu vạn thế;
Nam Thiên khai phúc địa, già lam vĩnh chấn thiên quân.","Tây Vực có Thánh nhân, giáo pháp truyền rộng trải muôn đời;
Trời Nam mở cõi phúc, già lam mãi cứu muôn quân."
"歷朝隆祀典名高南國最靈神
随處現祥光法妙西方無量佛","Lịch triều giáng tự điển, danh cao Nam Quốc tối linh thần;
Tuỳ xứ hiện tường quang, pháp diệu Tây phương vô lượng phật.","Trải các triều đại long trọng điển lễ, thần tối linh uy danh cao vọi cõi Nam
Tùy chốn hiện ánh sáng lành, Tây phương vô số Phật có diệu pháp."
"經誦案前朝暮歆祥嘉吉嘏；
鐘敲閣上邇遐感悟善良心","Kinh tụng án tiền, triêu mộ hân tường gia cát hỗ;
Chung xao các thượng nhĩ hà cảm ngộ thiện lương tâm.","Trước bàn tụng kinh, sớm chiều tinh thành cầu thêm phúc thiện;
Trên gác đánh chuông, xa gần cảm ngộ lòng thiện lương."
"爐中射熱五分香瑞氣氤蘊騰宇宙
案上弘宣三藏教法音演暢利人天","Lư trung xạ nhiệt ngũ phần hương thụy khí nhân uẩn đằng vũ trụ
Án thượng hoằng tuyên tam tạng giáo pháp âm diễn sướng lợi nhân thiên","Trong lò tỏa nhiệt, năm phần hương khí lành mịt mùng bay lên
Trên bàn giảng rộng tam tạng giáo pháp âm diễn xướng lợi trời, người"
"千百億世界化身救苦度迷天上日
四十九春秋說法開權顯聖實中王","Thiên bách ức thế giới hóa thân cứu khổ độ mê thiên thượng nhật
Tứ thập cửu xuân thu thuyết pháp khai quyền hiển thánh thực trung vương","Trăm nghìn ức thế giới hóa thân, cứu khổ vớt mê như mặt trời trên cao;
Bốn mươi chín năm thuyết pháp khai quyền hiển thánh thực đứng đầu các vương."
"寶相莊嚴能妙覺應作十方之慈父
金身丈六獨称尊現為三世之大師","Bảo tướng trang nghiêm năng diệu giác ứng tác thập phương chi từ phụ
Kim thân trượng lục độc xưng tôn hiện vi tam thế chi đại sư.","Tướng báu trang nghiêm thực hành diệu giác, ứng làm từ phụ khắp mười phương
Thân vàng sáu thước độc xưng tôn, hiện làm đại sư trong ba đời."
"皇宮四月誕生天 降九龍齊水
雪嶺綠年單案辰來眾鳥共花","Hoàng cung tứ nguyệt đản sinh thiên giáng cửu long tề  thủy
Tuyết lĩnh lục niên thiền án thời lai chúng điểu cộng hoa","Cung vương bốn tháng đản sinh trời giáng chín rồng phun nước;
Núi tuyết lĩnh, sáu năm tu thiền khi ấy chúng điểu cùng dâng hoa."
"應三世隨緣代佛宣揚結集場中僧第一
憫四生示現依經啟教蒙山會上法惟心","Ứng tam thế tùy duyên đại Phật tuyên dương kết tập trường trung tăng đệ nhất
Mẫn tứ sinh, thị hiện y kinh khải giáo mông sơn hội thượng pháp duy tâm","Tùy duyên ứng ba đời, thay Phật tuyên dương giáo pháp là tăng đệ nhất trong trường kết tập;
Thương xót tứ sinh, thị hiện như kinh, mở giáo pháp ở hội mông sơn pháp duy tâm."
"般若慈航膠地合緣登覺路
菩提寶樹嘉林勝境發春花","Bát nhã từ hàng Giao địa hợp duyên đăng giác lộ
Bồ đề bảo thụ Gia Lâm thắng cảnh phát xuân hoa","Thuyền từ bát nhã đất Giao hợp duyên nên đường giác
Cây báo bồ đề thắng cảnh Gia Lâm nở hoa xuân"
"五葉流芳遍大千
壹花顯瑞週沙界","Ngũ diệp lưu phương biến đại thiên
Nhất hoa hiển thụy chu sa giới","Năm đời lưu truyền để lại tiếng thơm phủ khắp đại thiên thế giới
Một đóa hoa hiện điềm lạnh tỏa khắp pháp giới"
"慧燄重嚴頓演圓宗報恩盡合祖意
真源膠漆廣陳勝跡金山全露禪心","Tuệ diệm Trùng Nghiêm đốn diễn viên tông, Báo Ân tận hợp tổ ý;
Chân nguyên Giao Tất quảng trần thắng tích, Kim Sơn toàn lộ thiền tâm.","Đuốc tuệ (chùa) Trùng Nghiêm mở tông sinh phái Báo Ân ơn báo thảy hợp ý Tổ;
Nguồn tâm Giao Tất rộng mở thắng tích Kim Sơn toàn như cam lộ tâm thiền."
"百花吐艷春風暖
萬象更新國運昌","Bách hoa thổ diễm xuân phong noãn;
Vạn tượng canh tân quốc vận xương.","Trăm hoa đua nở hơi xuân ấm;
Muôn về đổi thay vận nước vui."
"天增歲月人增壽
春滿乾坤福滿門","Thiên tăng tuế nguyệt nhân tăng thọ;
Xuân mãn càn khôn phúc mãn môn.","Trời thêm năm tháng người thêm thọ;
Xuân khắp đất trời phúc mọi nhà."
"田野春光真好
農家歲月更新","Điền dã xuân quang chân hảo;
Nông gia tuế nguyệt canh tân.","Đồng ruộng xuân tươi vui thực;
Nhà nông năm tháng mới hơn."
"春來也魚龍變化
時至矣桃李芳菲","Xuân lai dã ngư long biến hoá;
Thời chí hĩ đào lý phương phi.","Xuân về nhĩ cá rồng biến hoá;
Thời đến ử đào mận thơm hương."
"和順一門添百福
平安二字值千金","Hoà thuận nhất môn thiêm bách phúc;
Bình an nhị tự trị thiên kim.","Hoà thuận một nhà thêm trăm phúc;
Bình an hai chữ giá ngàn vàng."
"心地光明千丈霽
家庭和睦四時春","Tâm địa quang minh thiên trượng tễ;
Gia đình hoà mục tứ thời xuân.","Lòng dạ quang minh ngàn trượng quý;
Gia đình hoà thuận bốn mùa xuân."
"數點桃花知晚岁
一香地饼報新春","Sơ điểm đào hoa tri vãn tuế;
Nhất hương địa bính báo tân xuân.","Mấy đoá hoa đào hay tết đến;
Một làn bếp bánh báo xuân về."
"人逢盛世精神爽
歲轉陽春氣象新","Nhân phùng thịnh thế tinh thần sảng;
Tuế chuyển dương xuân khí tượng tân.","Tinh thần sáng khoái vui thời thới;
Cảnh mới xuân tươi đón giao thừa."
"獨立自由貴眞貴
勞動英雄榮更榮","Độc lập tự do quý chân quý;
Lao động anh hùng vinh canh vinh.","Độc lập tự do quý thật quý;
Lao động anh hùng vinh càng vinh."
"昇平盛世興歌滿
幸福民生得意多","Thăng bình thịnh thế hưng ca đạt;
Hạnh phúc dân sinh đắc ý đa.","Hoà bình đời thịnh vui khúc hát;
Hạnh phúc nhân dân thoả ý mừng."
"鴻嶺萬年銘偉績
藍江千古涉恩波","Hồng Lĩnh vạn niên minh vĩ tích;
Lam Giang thiên cổ thiệp ân ba.","Hồng Lĩnh muôn năm ghi nghiệp lớn;
Lam Giang nghìn thuở thấm ơn xa."
"萬里江山新景色
三祇骨肉喜團圓","Vạn lý giang sơn tân cảnh sắc;
Tam kỳ cốt nhục hỉ đoàn viên.","Muôn dặm non sông vừa đổi mới;
Ba kỳ ruột thịt lại chung vui."
"自由歌曲聞閭里
獨立紅旗燦日天","Tự do ca khúc văn lư lý;
Độc lập hồng kỳ xán nhật thiên.","Tự do ca hát vang hàng xóm;
Độc lập cờ hồng rực sáng ngời."
"春風送暖歸楊柳
細雨飛紅上碧桃","Xuân phong tống noãn quy dương liễu;
Tế vũ phi hồng thượng bích đào.","Gió xuân đưa ấm cho dương liễu;
Mưa nhẹ thêm hồng đến bích đào."
"百鳥和鳴歌序曲
萬民歡欣慶豐年","Bách điểu hoà minh ca tự khúc;
Vạn dân hoan dụ khánh phong niên.","Chim chóc hoà ca cùng khúc nhạc;
Muôn dân vui vẻ đón được mùa."
"物阜財豐民幸福
俗淳風正國昌隆","Vật phụ tài phong dân hạnh phúc;
Tục thuần phong chính quốc xương long.","Của cải nhiều lên dân hạnh phúc;
Thuần phong mỹ tục nước phồn vinh."
"幸福堂前無限樂
長春花下有余香","Hạnh phúc đường tiền vô hạn lạc;
Trường xuân hoa hạ hữu dư hương.","Hạnh phúc đầy nhà vui khôn xiết;
Xuân tươi hoa nở về thêm hương."
"江山畫卷描新樣
桃李春風改舊觀","Giang sơn hoạ quyển miêu tân dạng;
Đào lý xuân phong cải cựu quan.","Non sông bức vẽ tinh thần mới;
Đào mận vào xuân nét đổi xưa."
"江山盛世春風里
日月新天畫景中","Giang sơn thịnh thế xuân phong lý;
Nhật nguyệt tân thiên hoạch cảnh trung.","Non sông thời thịnh xuân về khắp;
Ngày tháng mới nay cảnh đẹp đầy."
"千村笑語千村果
一路春風一路花","Thiên thôn tiếu ngữ thiên thôn quả;
Nhất lộ xuân phong nhất lộ hoa.","Nghìn thôn cười nói nghìn thôn quả;
Một lối xuân về một lối hoa."
"盛世同歌歌盛世
新春共樂樂新春","Thịnh thế đồng ca ca thịnh thế;
Tân xuân cộng lạc lạc tân xuân.","Đời thịnh cùng ca ca đời thịnh;
Xuân về vui hát hát về xuân."
"萬頃嘉禾盈瑞氣
千園碩果笑春風","Vạn khoảnh gia hoà doanh thuý khí;
Thiên viên thạc quả tiếu xuân phong.","Vạn ruộng trù bông đầy khí tốt;
Nghìn vườn sai quả nhộn xuân vui."
"春到農家添异彩
風吹田野吐清香","Xuân đáo nông gia thiêm dị thái;
Phong suy điền dã thổ thanh hương.","Xuân đến nhà nông thêm khởi sắc;
Gió bay đồng ruộng nở trong hương."
"興業須從勤處得
生財總自儉中來","Hưng nghiệp tu tòng cần xứ đắc;
Sinh tài tổng tự kiệm trung lai.","Dấy nghiệp phải từ cần mẫn được;
Làm giàu đều tự kiệm mà nên."
"一嵗良辰千古節
百年正氣萬家春","Nhất tuế lương thời thiên cổ tiết;
Bách niên chính sóc vạn gia xuân.","Giờ tốt hàng năm ngàn xưa tết;
Tháng giêng mồng một vạn nhà xuân."
"大樹新風光祖國
廣開財路富山鄕","Đại thụ tân phong quang tổ quốc;
Quảng khai tài lộ phú sơn hương.","Tổ quốc vinh quang nhờ gió mới;
Bản làng sung túc bởi làm giàu."
"街頭燈影追花影
村里梅香逐酒香","Nhai đầu đăng ảnh truy hoa ảnh;
Thôn lý mai hương tập tửu hương.","Đèn hoa lồng bóng đầu đường rọi;
Mai rượu hoà hương khắp xóm thơm."
"春風春雨春光好
新栽新年新事多","Xuân phong xuân vũ xuân quang hảo;
Tân tuế tân niên tân sự đa.","Gió xuân mưa xuân ánh xuân tốt;
Ngày mới năm mới việc mới nhiều."
"馬粵已傳千道喜
羊耕又送萬家春","Mã việt dĩ truyền thiên đạo hỷ;
Dương canh hựu tống vạn gia xuân.","Nghìn dặm ngựa truyền tin vui khắp;
Muôn nhà dê báo lại xuân về."
"辦事爲民公仆志
以身作則主人心","Biện sự vi dân công bộc chí;
Dĩ thân tác tắc chủ nhân tâm.","Chí quyết vì dân làm công bộc;
Tấm nêu gương mẫu đức chủ nhân."
"牛耕綠野千倉滿
虎嘯青山萬木春","Ngưu canh lục dã thiên thương mãn;
Hổ khiếu thanh sơn vạn mộc xuân.","Trâu cày đồng rậm nghìn kho chất;
Hổ thét non xanh vạn cây xuân."
"忠厚一生嫌善少
平安二字値錢多","Trung hậu nhất sinh hiềm thiện thiểu;
Bình an nhị tự trị tiền đa.","Trung hậu một đời hiềm thiện ít;
Bình an hai chữ đáng tiền nhiều."
"新春寄意千門富
快馬加鞭萬里程","Tân xuân ký ý thiên môn phú;
Khoái mã gia tiên vạn lý trình.","Xuân về đắc ý nghìn nhà phú;
Tuấn mã thêm roi vạn dặm đường."
"政通世泰千門皷
國富民强四海春","Chính thông thế thái thiên môn hỷ;
Quốc phú dân cường tứ hải xuân.","Chính thông đời tốt nghìn nhà sáng;
Nước mạnh dân giàu bốn biển xuân."
"東風化雨山川翠
政策歸心處處春","Đông phong hoá vũ sơn xuyên thuý;
Chính sách quy tâm xứ xứ xuân.","Mưa về gió ấm non non biếc;
Dạ đón tin trên xứ xứ xuân."
"輝毫大寫英雄譜
展卷欣描幸福圖","Huy hào đại tả anh hùng phổ;
Triển quyển hân miêu hạnh phúc đồ.","Bộ phá anh hùng tha hồ viết;
Tập tranh hạnh phúc thoả sức tô."
"登山望海雲天遠
建國興邦歲月長","Đăng sơn vọng hải vân thiên viễn;
Kiến quốc hưng bang tuế nguyệt trường.","Lên non ngó biển mây trời rộng;
Dựng nước xây nhà năm tháng dài."
"月滿一輪輝宇宙
梅香千里到門庭","Nguyệt mãn nhất luân huy vũ trụ;
Mai hương thiên lý đáo môn đình.","Trăng sáng một vầng soi trời đất;
Mai thơm nghìn dặm đến sân nhà."
"柳岸雨濃千樹綠
桃園春暖萬枝紅","Liễu ngạn vũ nùng thiên thụ lục;
Đào viên xuân noãn vạn chi hồng.","Bờ liễu đượm mưa nghìn cây biếc;
Vườn đào xuân ấm vạn cành hồng."
"門對青山千里秀
家居旺地四時春","Môn đối thanh sơn thiên lý tú;
Gia cư vượng địa tứ thời xuân.","Cửa trước non xanh nghìn dặm đẹp;
Nhà trên đất thịnh bốn mùa xuân."
"興邦有策人民福
報國無私赤子心","Hưng bang hữu sách nhân dân phúc;
Báo quốc vô tư xích tử tâm.","Non sông vững bước nhân dân phúc;
Tổ quốc vinh quang đồng chí tâm."
"功高不汙忠貞志
位顯更堅公仆心","Công đức bất dẫm trung trinh chí;
Vị hiển cánh kiên công bộc tâm.","Trung trinh chí giữ dù công lớn;
Công bộc tâm kiên dẫm hiển vinh."
"移山不忘愚公志
興業須存赤子心","Di sơn bất vọng Ngu công chí;
Hưng nghiệp do tồn xích tử tâm.","Dời núi chẳng quên Ngu công chí;
Dấy nghiệp phải bền dân chúng tâm."
"長幼團圓分歳宴
送迎新舊此宵中","Trường ấu đoàn viên phân tuế tước;
Tổng nghênh tân cựu thử tiêu trung.","Già trẻ đoàn viên theo tuổi tác;
Tiễn mừng cũ mới lúc giao thừa."
"高歌盛世詩千首
共祝民康酒一杯","Cao ca thịnh thế thi thiên thủ;
Cộng chúc dân khang tửu nhất bôi.","Nghìn bài thơ viết mừng nước thịnh;
Một chén rượu đưa chúc dân khang."
"萬象更新承眾志
千花競放賴東風","Vạn tượng canh tân thừa chúng chí;
Thiên hoa cạnh phóng lại đông phong.","Vạn cảnh canh tân nhờ quần chúng;
Nghìn hoa đua nở dựa gió đông."
"好借廉風舒畫卷
常將正氣壮詩情","Hảo tá liêm phong thư hoạ quyển;
Thường tương chính khí tráng thi tình.","Lấy đức thanh liêm làm bức hoạ;
Thường đem chính trực để làm thơ."
"萬管玉簫歌盛世
千支神筆赞新風","Vạn quản ngọc tiêu ca thịnh thế;
Thiên chi thần bút tán tân phong.","Muôn ống ngọc tiêu ca thịnh thế;
Nghìn cây thần bút ngợi đời nay."
"千秋歳月千秋美
萬里江山萬里春","Thiên thu tuế nguyệt thiên thu mỹ;
Vạn lý giang sơn vạn lý xuân.","Nghìn thu năm tháng nghìn thu đẹp;
Vạn dặm non sông vạn dặm xuân."
"門庭春暖生光彩
田畝年豐樂太平","Môn đình xuân noãn sinh quang thái;
Điền mẫu niên phong lạc thái bình.","Sân nhà xuân ấm sinh màu sắc;
Đồng ruộng bội thu được thái bình."
"水流新韻山流翠
竹報平安梅報春","Thủy lưu tân vận sơn lưu thúy;
Trúc báo bình an mai báo xuân.","Nước khơi vần mới non khơi biếc;
Trúc báo bình an mai báo xuân."
"壯麗山河多異彩
文明國度遍高風","Tráng lệ sơn hà đa dị thái;
Văn minh quốc độ biến cao phong.","Sắc thái non sông bao trắng lệ;
Thời phong đất nước thật văn minh."
"清風喜打歡心鼓
綠水暢彈如意琴","Thanh phong hỷ dã hoan tâm cổ;
Lục thủy sướng đàn như ý cầm.","Lòng vui trống giọng nhờ gió mát;
Ý toại đàn hay bổi nước xanh."
"江山大好英雄健
天地多情草木春","Giang sơn đại hảo anh hùng kiện;
Thiên địa đa tình thảo mộc xuân.","Non sông vận tốt anh hùng mạnh;
Trời đất tình nhiều cây cỏ xanh."
"青春有限志無限
歲月無情人有情","Thanh xuân hữu hạn chí vô hạn;
Tuế nguyệt vô tình nhân hữu tình.","Tuổi xanh có hạn chí vô hạn;
Năm tháng vô tình người có tình."
"翠目看花花滿目
出門見喜喜盈門","Cử mục khán hoa hoa mãn mục;
Xuất môn kiến hỷ hỷ doanh môn.","Ngước mắt nhìn hoa hoa đầy mắt;
Ra nhà được hỷ hỷ đầy nhà."
"春到山鄉遍地喜
福臨農戶滿庭春","Xuân đáo sơn hương biến địa hỷ;
Phúc lâm nông hộ mãn đình xuân.","Xuân đến bản làng nơi nơi tốt;
Phúc vào nông hộ chốn chốn xuân."
"春風大雅能容物
秋水文章不染塵","Xuân phong đại nhã năng dung vật;
Thu thủy văn chương bất nhiễm trần.","Dùng muôn vật, gió xuân thật nhã;
Chẳng bụi vương, thu thủy giòng văn."
"春入春來春不老
福臨福地福無疆","Xuân nhập xuân lai xuân bất lão;
Phúc lâm phúc địa phúc vô cương.","Xuân nhập trời xuân xuân bất lão;
Phúc vào đất phúc phúc vô biên."
"强身健骨人長壽
盛世丰年國太平","Cường thân kiện cốt nhân trường thọ;
Thịnh thế phong niên quốc thái bình.","Thân cường cốt mạnh người trường thọ;
Thời thịnh mùa nhiều nước thái bình."
"人傑地靈百業興旺
山歡水笑五谷丰登","Nhân kiệt địa linh bách nghiệp hưng vượng;
Sơn hoan thủy tiếu ngũ cốc phong đăng.","Nhân kiệt địa linh bách nghiệp hưng vượng;
Sông vui núi nhộn ngũ cốc bội thu."
"倒海移山豪情永在
改天換地樂趣無窮","Đảo hải di sơn hào tình vĩnh tại;
Cải thiên hoán địa lạc thú vô cùng.","Lấp biển dời non tình thần còn mãi;
Đổi trời thay đất hứng thú không cùng."
"瑞繞重門增百福
春回甲第集千祥","Thụy nhiễu trùng môn tăng bách phúc;
Xuân hồi giáp đệ tập thiên tường.","Tết đến nhiều nhà thêm trăm phúc;
Xuân về đầu cửa được nghìn may."
"新春喜接新時代
大眾歡呼大有年","Tân xuân hỷ tiếp tân thời đại;
Đại chúng hoan hô đại hữu niên.","Xuân mới đón mừng thời đại mới;
Đại chúng hoan hô đại được mùa."
"正氣英明處處生機勃勃
春風得意家家喜氣洋洋","Chính sách anh minh xử xứ sinh cơ bột bột;
Xuân phong đắc ý gia gia hỷ khí dương dương.","Chính sách anh minh chốn chốn làm nên lắm lắm;
Gió xuân đúng lúc nhà nhà hớn hở khơi khơi."
"為人民服務一腔熱血
替群眾理財兩袖清風","Vì nhân dân phục vụ nhất xoang nhiệt huyết;
Thế quần chúng lý tài lưỡng tụ thanh phong.","Phục vụ nhân dân một tấm lòng nhiệt huyết;
Để dân quân chúng hai tay áo thanh phong."
"百業興昌欣逢盛世
萬民愉悅喜接新年","Bách nghiệp hưng xương hân phùng thịnh thế;
Vạn dân du duyệt hỷ tiếp tân niên.","Bách nghiệp phồn vinh vui mừng thịnh thế;
Muôn dân phấn chấn chào đón tân niên."
