cn,sv,vi
夢與,Mộng Dữ,Mộng Dữ
黄中,Hoàng Trung,Hoàng Trung
後季犛,Hậu Quý Li,Hậu Quý Li
叔瑤叔瓊,Thúc Dao Thúc Quỳnh,Thúc Dao Thúc Quỳnh
台,Thai,Thai
阮應龍,Nguyễn Ứng Long,Nguyễn Ứng Long
太阮漢英,Thái Nguyễn Hán Anh,Thái Nguyễn Hán Anh
應龍,Ứng Long,Ứng Long
漢英,Hán Anh,Hán Anh
文君相如,Văn Quân Tương Như,Văn Quân Tương Như
能,Năng,Năng
相如,Tương Như,Tương Như
後漢英,Hậu Hán Anh,Hậu Hán Anh
飛卿,Phi Khanh,Phi Khanh
氷胡,Băng Hồ,Băng Hồ
時翰林,Thời Hàn Lâm,Thời Hàn Lâm
胡宗鷟,Hồ Tông Thốc,Hồ Tông Thốc
林孛,Lâm Bột,Lâm Bột
阮宗道,Nguyễn Tông Đạo,Nguyễn Tông Đạo
范廷,Phạm Đình,Phạm Đình
李英,Lí Anh,Lí Anh
以胡宗鷟,Dĩ Hồ Tông Thốc,Dĩ Hồ Tông Thốc
宗鷟演州士城,Tông Thốc Diễn Châu Sĩ Thành,Tông Thốc Diễn Châu Sĩ Thành
元宵,Nguyên Tiêu,Nguyên Tiêu
黎法官,Lê Pháp Quan,Lê Pháp Quan
宗鷟,Tông Thốc,Tông Thốc
初,Sơm,Sơm
黎季犛同,Lê Quý Li Đồng,Lê Quý Li Đồng
故聖,Cố Thánh,Cố Thánh
順宗光泰,Thuận Tông Quang Thái,Thuận Tông Quang Thái
陳杜,Trần Đỗ,Trần Đỗ
阮喟,Nguyễn Vị,Nguyễn Vị
陳寗,Trần Ninh,Trần Ninh
王汝舟,Vương Nhữ Chu,Vương Nhữ Chu
黎與議,Lê Dữ Nghị,Lê Dữ Nghị
汝梅,Nhữ Mai,Nhữ Mai
巨論,Cự Luận,Cự Luận
昭定,Chiêu Định,Chiêu Định
然官,Nhiên Quan,Nhiên Quan
黎亞夫黎與議,Lê Á Phu Lê Dữ Nghị,Lê Á Phu Lê Dữ Nghị
灵德,Linh Đức,Linh Đức
昭定,Chiêu ĐỊnh,Chiêu ĐỊnh
順德,Thuận Đức,Thuận Đức
阮快阮雲兒,Nguyễn Khoái Nguyễn Vân Nhi,Nguyễn Khoái Nguyễn Vân Nhi
阮訶黎勒,Nguyễn Ha Lê Lặc,Nguyễn Ha Lê Lặc
太陽,Thái Dương,Thái Dương
仙,Tiên,Tiên
椅,KỶ,KỶ
時莊定,Thời Trang Định,Thời Trang Định
黎亞夫,Lê Á Phu,Lê Á Phu
亞夫快雲兒訶八索勒,Á Phu Khoái Vân Nhi Kha Bát Sách Lặc,Á Phu Khoái Vân Nhi Kha Bát Sách Lặc
劉常,Lưu Thường,Lưu Thường
殘,Tàn,Tàn
抱,Bão,Bão
暴,Bộc,Bộc
惟與議,Duy Dữ Nghị,Duy Dữ Nghị
寨頭,Trại Đầu,Trại Đầu
建新,Kiến Tân,Kiến Tân
與議亞夫,Dữ Nghị Á Phu,Dữ Nghị Á Phu
八索,Bát Sách,Bát Sách
當,ĐƯơng,ĐƯơng
莊定,Trang Định,Trang Định
號,Hiệu,Hiệu
荘定,Trang Định,Trang Định
亞夫,Á Phu,Á Phu
莊定,Trang ĐỊnh,Trang ĐỊnh
曰觀,Viết Quan,Viết Quan
多方巨論,Đa Phương Cự Luận,Đa Phương Cự Luận
初睿宗,Sơ Duệ Tông,Sơ Duệ Tông
靈德,Linh Đức,Linh Đức
封太,Phong Thái,Phong Thái
元皇,Nguyên Hoàng,Nguyên Hoàng
杜子賢,Đỗ Tử Hiền,Đỗ Tử Hiền
文博,Văn Bác,Văn Bác
前北,Tiền Bắc,Tiền Bắc
景陽,Cảnh Dương,Cảnh Dương
順宗皇帝諱顒藝宗,Thuận Tông Hoàng Đế Huý Ngung Nghệ Tông,Thuận Tông Hoàng Đế Huý Ngung Nghệ Tông
己巳光太,Kỷ Tị Quang Thái,Kỷ Tị Quang Thái
聖偶,Thánh Ngẫu,Thánh Ngẫu
皇元,Hoàng Nguyên,Hoàng Nguyên
季貔,Quý Tì,Quý Tì
范泛,Phạm Phiếm,Phạm Phiếm
王可遵楊章韓子西阮崇阮書阮景真,Vương Khả Tuân Dương Chương Hàn Tử Tây Nguyễn Sùng Nguyễn Thư Nguyễn Cảnh Chân,Vương Khả Tuân Dương Chương Hàn Tử Tây Nguyễn Sùng Nguyễn Thư Nguyễn Cảnh Chân
杜子滿,Đỗ Tử Mãn,Đỗ Tử Mãn
王可遵,Vương Khả Tuân,Vương Khả Tuân
懿安神翊,Ý Yên Thần Dực,Ý Yên Thần Dực
楊章,Dương Chương,Dương Chương
神勇,Thần Dũng,Thần Dũng
阮清,Nguyễn Thanh,Nguyễn Thanh
農貢,Nông Cống,Nông Cống
阮忌,Nguyễn Kị,Nguyễn Kị
魯王田忌,Lỗ Vương Điền Kị,Lỗ Vương Điền Kị
古無,Cổ Vô,Cổ Vô
績右聖翊,Tích Hữu Thánh Dực,Tích Hữu Thánh Dực
阮至,Nguyễn Chí,Nguyễn Chí
陳廷貴,Trần Đình Quý,Trần Đình Quý
范可永,Phạm Khả Vĩnh,Phạm Khả Vĩnh
可永,Khả Vĩnh,Khả Vĩnh
朱橋,Châu Kiều,Châu Kiều
多方可永,Đa Phương Khả Vĩnh,Đa Phương Khả Vĩnh
陳渴真,Trần Khát Chân,Trần Khát Chân
渴真,Khát Chân,Khát Chân
黄江,Hoàng Giang,Hoàng Giang
海潮江,Hải Triều Giang,Hải Triều Giang
元耀,Nguyên Diệu,Nguyên Diệu
仁靖,Nhân Tịnh,Nhân Tịnh
元挺,Nguyên Đĩnh,Nguyên Đĩnh
阮康,Nguyễn Khang,Nguyễn Khang
󰔄江,Ngu Giang,Ngu Giang
合,Hợp,Hợp
〇,Nam,Nam
天然,Thiên Nhiên,Thiên Nhiên
范書温,Phạm Sư Ôn,Phạm Sư Ôn
古所廬墓,Cổ Sở Lư Mộ,Cổ Sở Lư Mộ
阮宗邁羅社,Nguyễn Tông Mại La Xã,Nguyễn Tông Mại La Xã
阮可行,Nguyễn Khả Hành,Nguyễn Khả Hành
神奇勇鬪無限,Thần Kì Dũng Đấu Vô Hạn,Thần Kì Dũng Đấu Vô Hạn
師温,Sư Ôn,Sư Ôn
嫩州,Nộn Châu,Nộn Châu
左聖翊,Tả Thánh Dực,Tả Thánh Dực
奉世弘化,Phụng Thế Hoằng Hoá,Phụng Thế Hoằng Hoá
蔑江,Miệt Giang,Miệt Giang
師温宗邁可行,Sư Ôn Tông Mại Khả Hành,Sư Ôn Tông Mại Khả Hành
海潮,Hải Triều,Hải Triều
時蓬莪,Thời Bồng Nga,Thời Bồng Nga
波漏󰏲,Ba Lậu Kê,Ba Lậu Kê
范汝勒,Phạm Nhữ Lặc,Phạm Nhữ Lặc
楊昂,Dương Ngang,Dương Ngang
黎克謙,Lê Khắc Khiêm,Lê Khắc Khiêm
項羽,Hạng Vũ,Hạng Vũ
黎可鑄,Lê Khả Chú,Lê Khả Chú
潘猛范矜,Phan Mãnh Phạm Căng,Phan Mãnh Phạm Căng
翊,Dực,Dực
新平順化聖翊,Tân Bình Thuận Hoá Thánh Dực,Tân Bình Thuận Hoá Thánh Dực
龍興建昌安生,Long Hưng Kiến Xương An Sinh,Long Hưng Kiến Xương An Sinh
元挺阮洞阮𠃔黄科阮康,Nguyên Đĩnh Nguyễn Động Nguyễn Doãn Hoàng Khoa Nguyễn Khang,Nguyên Đĩnh Nguyễn Động Nguyễn Doãn Hoàng Khoa Nguyễn Khang
〇挺陳,Nguyên Đĩnh Trần,Nguyên Đĩnh Trần
康北,Khang Bắc,Khang Bắc
添平,Thiêm Bình,Thiêm Bình
以陳渴真,Dĩ Trần Khát Chân,Dĩ Trần Khát Chân
范可永西,Phạm Khả Vĩnh Tây,Phạm Khả Vĩnh Tây
范勒楊昂,Phạm Lặc Dương Ngang,Phạm Lặc Dương Ngang
昂,Ngang,Ngang
以元耀,Dĩ Nguyên Diệu,Dĩ Nguyên Diệu
章靖王元,Chương Tịnh Vương Nguyên,Chương Tịnh Vương Nguyên
時章靖王元,Thời Chương Tĩnh Vương Nguyên,Thời Chương Tĩnh Vương Nguyên
制麻奴㐌難,Chế Ma Nô Đà Nan,Chế Ma Nô Đà Nan
制山拏,Chế Sơn Nả,Chế Sơn Nả
封麻奴㐌難,Phong Ma Nô Đà Nan,Phong Ma Nô Đà Nan
山拏,Sơn Nả,Sơn Nả
令安鑊,Lệnh An Hoạch,Lệnh An Hoạch
菌枚,Khuẩn Mai,Khuẩn Mai
願陛,Nguyện Bệ,Nguyện Bệ
范歎,Phạm Thán,Phạm Thán
黃奉世,Hoàng Phụng Thế,Hoàng Phụng Thế
奉世,Phụng Thế,Phụng Thế
南定,Nam Định,Nam Định
萬寕,Vạn Ninh,Vạn Ninh
楊度,Dương Độ,Dương Độ
阮仁烈,Nguyễn Nhân Liệt,Nguyễn Nhân Liệt
仁烈,Nhân Liệt,Nhân Liệt
愍王,Mẫn Vương,Mẫn Vương
後上,Hậu Thượng,Hậu Thượng
潘猛,Phan Mãnh,Phan Mãnh
朱秉珪,Chu Bỉnh Khuê,Chu Bỉnh Khuê
杨,Dương,Dương
時鄧悉黃晦卿,Thời Đặng Tất Hoàng Hối Khanh,Thời Đặng Tất Hoàng Hối Khanh
秉珪猛,Bỉnh Khuê Mãnh,Bỉnh Khuê Mãnh
以鄧悉,Dĩ Đặng Tất,Dĩ Đặng Tất
黃晦卿,Hoàng Hối Khanh,Hoàng Hối Khanh
借,Tá,Tá
子澄,Tử Trừng,Tử Trừng
羅脩,La Tu,La Tu
造瑞璋,Tạo Thuỵ Chương,Tạo Thuỵ Chương
陳日章,Trần Nhật Chương,Trần Nhật Chương
日章,Nhật Chương,Nhật Chương
裴夢華,Bùi Mộng Hoa,Bùi Mộng Hoa
深,Thâm,Thâm
景奇,Cảnh Kì,Cảnh Kì
何德鄰,Hà Đức Lân,Hà Đức Lân
潘夫先,Phan Phu Tiên,Phan Phu Tiên
南子,Nam Tử,Nam Tử
公山佛肸,Công Sơn Phật Hật,Công Sơn Phật Hật
周戊叔程顥程頤楊詩羅仲素李延平朱子,Chu Mậu Thúc Trình Hạo Trình Di Dương Thi La Trọng Tố Lí Diên Bình Chu Tử,Chu Mậu Thúc Trình Hạo Trình Di Dương Thi La Trọng Tố Lí Diên Bình Chu Tử
段春雷,Đoàn Xuân Lôi,Đoàn Xuân Lôi
春雷新福,Xuân Lôi Tân Phúc,Xuân Lôi Tân Phúc
巴魯,Ba Lỗ,Ba Lỗ
胡綱,Hồ Cương,Hồ Cương
綱演州,Cương Diễn Châu,Cương Diễn Châu
黃貫之黎渭叟枚秀夫同栻,Hoàng Quán Chi Lê Vị Tẩu Mai Tú Phu Đồng Thức,Hoàng Quán Chi Lê Vị Tẩu Mai Tú Phu Đồng Thức
沆,Hàng,Hàng
太陽靈德,Thái Dương Linh Đức,Thái Dương Linh Đức
自靈德,Tự Linh Đức,Tự Linh Đức
元淵恭信,Nguyên Uyên Cung Tín,Nguyên Uyên Cung Tín
闍婆,Đồ Bà,Đồ Bà
周工,Chu Công,Chu Công
成王霍光,Thành Vương Hoắc Quang,Thành Vương Hoắc Quang
昭帝諸葛,Chiêu Đế Chư Cát,Chiêu Đế Chư Cát
殷,Ân,Ân
靈德王,Linh Đức Vương,Linh Đức Vương
三󰅾,Tam Đái,Tam Đái
登聞,Đăng Văn,Đăng Văn
黎元澄,Lê Nguyên Trừng,Lê Nguyên Trừng
光堯英哲皇帝,Quang Nghiêu Anh Triết Hoàng Đế,Quang Nghiêu Anh Triết Hoàng Đế
元淵恭正王師賢,Nguyên Uyên Cung Chính Vương Sư Hiền,Nguyên Uyên Cung Chính Vương Sư Hiền
阮符,Nguyễn Phù,Nguyễn Phù
削元淵陳,Tước Nguyên Uyên Trần,Tước Nguyên Uyên Trần
以季犛,Dĩ Quý Li,Dĩ Quý Li
畫廬,Hoạ Lư,Hoạ Lư
季嫠,Quý Li,Quý Li
任亨泰,Nhâm Hanh Thái,Nhâm Hanh Thái
龍州奉義州,Long Châu Phụng Nghĩa Châu,Long Châu Phụng Nghĩa Châu
亨泰,Hanh Thái,Hanh Thái
同登,Đồng Đăng,Đồng Đăng
梁元彪,Lương Nguyên Bưu,Lương Nguyên Bưu
大宗,Đại Tông,Đại Tông
鼇池,Ngao Trì,Ngao Trì
陳松,Trần Tùng,Trần Tùng
布冬,Bố Đông,Bố Đông
忠烈,Trung Liệt,Trung Liệt
虎賁,Hổ Bôn,Hổ Bôn
後丙戌,Hậu Bính Tuất,Hậu Bính Tuất
多邦,Đa Bang,Đa Bang
鄧思成判,Đặng Tư Thành Phán,Đặng Tư Thành Phán
自孟,Tự Mạnh,Tự Mạnh
杜省,Đỗ Tỉnh,Đỗ Tỉnh
敏,Mẫn,Mẫn
安孫,An Tôn,An Tôn
時樞,Thời Khu,Thời Khu
阮汝説,Nguyễn Nhữ Thuyết,Nguyễn Nhữ Thuyết
周魏,Chu Nguỵ,Chu Nguỵ
今龍肚,Kim Long Đỗ,Kim Long Đỗ
汝説,Nhữ Thuyết,Nhữ Thuyết
許,Hứa,Hứa
西平,Tây Bình,Tây Bình
黎漢蒼,Lê Hán Thương,Lê Hán Thương
東都,Đông Đô,Đông Đô
陳沆,Trần Hàng,Trần Hàng
陳元杼,Trần Nguyên Trữ,Trần Nguyên Trữ
新安,Tân Yên,Tân Yên
山南京北海東,Sơn Nam Kinh Bắc Hải Đông,Sơn Nam Kinh Bắc Hải Đông
路,Lộ,Lộ
贈左,Tặng Tả,Tặng Tả
巨論唐以安,Cự Luận Đường Dĩ An,Cự Luận Đường Dĩ An
杜世滿,Đỗ Thế Mãn,Đỗ Thế Mãn
葆清,Bảo Thanh,Bảo Thanh
陳玉肌陳玉臉,Trần Ngọc Cơ Trần Ngọc Kiểm,Trần Ngọc Cơ Trần Ngọc Kiểm
黎合右𨻫,Lê Hợp Hữu Lũng,Lê Hợp Hữu Lũng
梁蓊,Lương Ông,Lương Ông
命行遣同,Mệnh Hành Khiển Đồng,Mệnh Hành Khiển Đồng
瑞璋大安,Thuỵ Chương Đại An,Thuỵ Chương Đại An
慈廉南策,Từ Liêm Nam Sách,Từ Liêm Nam Sách
大胡小胡,Đại Hồ Tiểu Hồ,Đại Hồ Tiểu Hồ
地復基小胡,Địa Phục Cơ Tiểu Hồ,Địa Phục Cơ Tiểu Hồ
地寳郎,Địa Bảo Lang,Địa Bảo Lang
制多别,Chế Đa Biệt,Chế Đa Biệt
慕華子伽葉,Mộ Hoa Tử Già Diệp,Mộ Hoa Tử Già Diệp
大中,Đại Trung,Đại Trung
伽葉禁,Già Diệp Cấm,Già Diệp Cấm
少帝建新,Thiếu Đế Kiến Tân,Thiếu Đế Kiến Tân
𭴣,An,An
阮󰆑,Nguyễn Khánh,Nguyễn Khánh
佳,Giai,Giai
太上元君皇帝,Thái Thượng Nguyên Quân Hoàng Đế,Thái Thượng Nguyên Quân Hoàng Đế
尊欽聖皇,Tôn Khâm Thánh Hoàng,Tôn Khâm Thánh Hoàng
欽德興烈大王,Khâm Đức Hưng Liệt Đại Vương,Khâm Đức Hưng Liệt Đại Vương
𭴣順宗,An Thuận Tông,An Thuận Tông
保寕大王,Bảo Ninh Đại Vương,Bảo Ninh Đại Vương
附胡季犛漢蒼季犛,Phụ Hồ Quý Li Hán Thương Quý Li,Phụ Hồ Quý Li Hán Thương Quý Li
理元,Lí Nguyên,Lí Nguyên
胡興逸,Hồ Hưng Dật,Hồ Hưng Dật
浙江,Chiết Giang,Chiết Giang
五季後漢,Ngũ Quý Hậu Hán,Ngũ Quý Hậu Hán
泡突,Bào Đột,Bào Đột
月的,Nguyệt Đích,Nguyệt Đích
月端,Nguyệt Đoan,Nguyệt Đoan
胡廉,Hồ Liêm,Hồ Liêm
清化大吏,Thanh Hoá Đại Lại,Thanh Hoá Đại Lại
黎訓,Lê Huấn,Lê Huấn
陳藝宗,Trần Nghệ Tông,Trần Nghệ Tông
司平,Ti Bình,Ti Bình
欽德興烈大王國祖章皇,Khâm Đức Hưng Liệt Đại Vương Quốc Tổ Chương Hoàng,Khâm Đức Hưng Liệt Đại Vương Quốc Tổ Chương Hoàng
大󰔄,Đại Ngu,Đại Ngu
漢蒼,Hán Thương,Hán Thương
己卯建新二年明太祖建文元年夏四月季犛逼令帝出,UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK,UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK
淡水,Đạm Thuỷ,Đạm Thuỷ
阮謹,Nguyễn Cẩn,Nguyễn Cẩn
元君,Nguyên Quân,Nguyên Quân
靈德何,Linh Đức Hà,Linh Đức Hà
徒,Đồ,Đồ
塟安生,Táng Yên Sinh,Táng Yên Sinh
陳沆上,Trần Hàng Thượng,Trần Hàng Thượng
頓山,Đốn Sơn,Đốn Sơn
范祖𠬧,Phạm Tổ Thu,Phạm Tổ Thu
范牛悉,Phạm Ngưu Tất,Phạm Ngưu Tất
牛悉,Ngưu Tất,Ngưu Tất
沆柱,Hàng Trụ,Hàng Trụ
日暾将,Nhật Thôn Tướng,Nhật Thôn Tướng
陳渴真范可永行,Trần Khát Chân Phạm Khả Vĩnh Hành,Trần Khát Chân Phạm Khả Vĩnh Hành
何德鄰梁元彪范翁善范牛悉,Hà Đức Lân Lương Nguyên Bưu Phạm Ông Thiện Phạm Ngưu Tất,Hà Đức Lân Lương Nguyên Bưu Phạm Ông Thiện Phạm Ngưu Tất
渴真永寕,Khát Chân Vĩnh Ninh,Khát Chân Vĩnh Ninh
何朗,Hà Lãng,Hà Lãng
元彪宣光,Nguyên Bưu Tuyên Quang,Nguyên Bưu Tuyên Quang
世充李,Thế Sung Lí,Thế Sung Lí
撮通王,Toát Thông Vương,Toát Thông Vương
子文献桂,Tử Văn Hiến Quế,Tử Văn Hiến Quế
孝抱,Hiếu Bão,Hiếu Bão
世則,Thế Tắc,Thế Tắc
勒順,Lặc Thuận,Lặc Thuận
菊孫,Cúc Tôn,Cúc Tôn
元彪,Nguyên Bưu,Nguyên Bưu
國祖章皇,Quốc Tổ Chương Hoàng,Quốc Tổ Chương Hoàng
元澄,Nguyên Trừng,Nguyên Trừng
圉,Ngữ,Ngữ
清化古滕,Thanh Hoá Cổ Đằng,Thanh Hoá Cổ Đằng
阮用甫,Nguyễn Dụng Phủ,Nguyễn Dụng Phủ
章皇,Chương Hoàng,Chương Hoàng
阮汝盖,Nguyễn Nhữ Cái,Nguyễn Nhữ Cái
會順宗,Hội Thuận Tông,Hội Thuận Tông
立石底江歷山沱江傘圓,Lập Thạch Để Giang Lịch Sơn Đà Giang Tản Viên,Lập Thạch Để Giang Lịch Sơn Đà Giang Tản Viên
杲田,Cảo Điền,Cảo Điền
清化湘没,Thanh Hoá Tương Một,Thanh Hoá Tương Một
令陳寗,Lệnh Trần Ninh,Lệnh Trần Ninh
頓山北,Đốn Sơn Bắc,Đốn Sơn Bắc
泡潭,Bào Đàm,Bào Đàm
域山可朗,Vực Sơn Khả Lãng,Vực Sơn Khả Lãng
𤂬江,Lỗi Giang,Lỗi Giang
大吏江,Đại Lại Giang,Đại Lại Giang
圍沉濠,Vi Trầm Hào,Vi Trầm Hào
阮鵬󰁮,Nguyễn Bằng Cử,Nguyễn Bằng Cử
鵬󰁮北江東岸,Bằng Cử Bắc Giang Đông Ngạn,Bằng Cử Bắc Giang Đông Ngạn
聖元元,Thánh Nguyên Nguyên,Thánh Nguyên Nguyên
明建文,Minh Kiến Văn,Minh Kiến Văn
初季犛,Sơ Quý Li,Sơ Quý Li
澄,Trừng,Trừng
這,Giá,Giá
聖元,Thánh Nguyên,Thánh Nguyên
故狄青,Cố Địch Thanh,Cố Địch Thanh
梁惠公,Lương Huệ Công,Lương Huệ Công
劉曄,Lưu Việp,Lưu Việp
劉太后,Lưu Thái Hậu,Lưu Thái Hậu
昭烈,Chiêu Liệt,Chiêu Liệt
中山靖王,Trung Sơn Tĩnh Vương,Trung Sơn Tĩnh Vương
温公,Ôn Công,Ôn Công
胡公滿,Hồ Công Mãn,Hồ Công Mãn
中山靖王,Trung Sơn Tịnh Vương,Trung Sơn Tịnh Vương
諸葛武,Chư Cát Vũ,Chư Cát Vũ
諸葛,Chư Cát,Chư Cát
劉叔儉,Lưu Thúc Kiệm,Lưu Thúc Kiệm
阮廌李子晋武夢原黃憲阮誠,Nguyễn Trãi Lí Tử Tấn Vũ Mộng Nguyên Hoàng Hiến Nguyễn Thành,Nguyễn Trãi Lí Tử Tấn Vũ Mộng Nguyên Hoàng Hiến Nguyễn Thành
晋夢原誠,Tấn Mộng Nguyên Thành,Tấn Mộng Nguyên Thành
國子監,Quốc Tử Giám,Quốc Tử Giám
靈金藏,Linh Kim Tàng,Linh Kim Tàng
惟裴應斗,Duy Bùi Ứng Đẩu,Duy Bùi Ứng Đẩu
孫何科,Tôn Hà Khoa,Tôn Hà Khoa
應斗山圍,Ứng Đẩu Sơn Vi,Ứng Đẩu Sơn Vi
畵,Hoạ,Hoạ
杜滿,Đỗ Mãn,Đỗ Mãn
陳問,Trần Vấn,Trần Vấn
胡同,Hồ Đồng,Hồ Đồng
步,Bộ,Bộ
杜元拓,Đỗ Nguyên Thác,Đỗ Nguyên Thác
献嘉皇后,Hiến Gia Hoàng Hậu,Hiến Gia Hoàng Hậu
扶桑,Phù Tang,Phù Tang
極宫,Phù Cực,Phù Cực
太慈皇后陳明宗,Thái Từ Hoàng Hậu Trần Minh Tông,Thái Từ Hoàng Hậu Trần Minh Tông
駙驥郎陳仁榮藝宗,Phò Ký Lang Trần Nhân Vinh Nghệ Tông,Phò Ký Lang Trần Nhân Vinh Nghệ Tông
欽聖皇后,Khâm Thánh Hoàng Hậu,Khâm Thánh Hoàng Hậu
漢蒼明宗,Hán Thương Minh Tông,Hán Thương Minh Tông
羅皑,La Ngai,La Ngai
巴的吏,Ba Đích Lại,Ba Đích Lại
辛巳漢蒼紹成,Tân Tị Hán Thương Thiệu Thành,Tân Tị Hán Thương Thiệu Thành
協,Hiệp,Hiệp
演州清化,Diễn Châu Thanh Hoá,Diễn Châu Thanh Hoá
故紹成,Cố Thiệu Thành,Cố Thiệu Thành
如黃晦卿阮希周同栻,Như Hoàng Hối Khanh Nguyễn Hi Chu Đồng Thức,Như Hoàng Hối Khanh Nguyễn Hi Chu Đồng Thức
胡松,Hồ TÙng,Hồ TÙng
丁大中,Đinh Đại Trung,Đinh Đại Trung
阮𢒎卿,Nguyễn Phi Khanh,Nguyễn Phi Khanh
壬午漢蒼紹成,Nhâm Ngọ Hán Thương Thiệu Thành,Nhâm Ngọ Hán Thương Thiệu Thành
唐魏徵,Đường Nguỵ Trưng,Đường Nguỵ Trưng
杜满,Đỗ Mãn,Đỗ Mãn
阮鵬舉,Nguyễn Bằng Cử,Nguyễn Bằng Cử
制吒難,Chế Trá Nan,Chế Trá Nan
巴的,Ba Đích,Ba Đích
布田,Bố Điền,Bố Điền
古壘洞,Cổ Luỹ Động,Cổ Luỹ Động
升華思義,Thăng Hoa Tư Nghĩa,Thăng Hoa Tư Nghĩa
置升華,Trí Thăng Hoa,Trí Thăng Hoa
新寕,Tân Ninh,Tân Ninh
阮景真,Nguyễn Cảnh Chân,Nguyễn Cảnh Chân
景真,Cảnh Chân,Cảnh Chân
制摩奴㐌難,Chế Ma Nô Đà Nan,Chế Ma Nô Đà Nan
思義,Tư Nghĩa,Tư Nghĩa
前胡,Tiền Hồ,Tiền Hồ
金甌後胡,Kim Âu Hậu Hồ,Kim Âu Hậu Hồ
芮,Nhuệ,Nhuệ
禀,Bẩm,Bẩm
癸未漢蒼開大,Quý Mùi Hán Thương Khai Đại,Quý Mùi Hán Thương Khai Đại
明太宗永樂,Minh Thái Tông Vĩnh LẠc,Minh Thái Tông Vĩnh LẠc
天昌,Thiên Xương,Thiên Xương
九真愛州,Cửu Chân Ái Châu,Cửu Chân Ái Châu
靈原,Linh Nguyên,Linh Nguyên
改建昌,Cải Kiến Xương,Cải Kiến Xương
建寕,Kiến Ninh,Kiến Ninh
陳德輝,Trần Đức Huy,Trần Đức Huy
德輝,Đức Huy,Đức Huy
靈原泡突,Linh Nguyê Bào Đột,Linh Nguyê Bào Đột
東太,Đông Thái,Đông Thái
陳明宗藝宗,Trần Minh Tông Nghệ Tông,Trần Minh Tông Nghệ Tông
脩,Tu,Tu
金陵燕王棣,Kim Lăng Yên Vương Lệ,Kim Lăng Yên Vương Lệ
建文,Kiến Văn,Kiến Văn
永樂,Vĩnh Lạc,Vĩnh Lạc
解繁,Giải Tấn,Giải Tấn
板達郎黑白,Bản Đạt Lang Hắc Bạch,Bản Đạt Lang Hắc Bạch
沙離牙,Sa Li Nha,Sa Li Nha
加范元瑰千牛奉宸,Gia Phạm Nguyên Khôi Thiên Ngưu Phụng Thần,Gia Phạm Nguyên Khôi Thiên Ngưu Phụng Thần
胡問,Hồ Vấn,Hồ Vấn
天綱章聖拱宸,Thiên Cương Chương Thánh Củng Thần,Thiên Cương Chương Thánh Củng Thần
元瑰,Nguyên Khôi,Nguyên Khôi
漢武帝,Hán Vũ Đế,Hán Vũ Đế
李廣,Lí Quảng,Lí Quảng
大宛,Đại Uyển,Đại Uyển
阮大能,Nguyễn Đại Năng,Nguyễn Đại Năng
置廣,Trí Quảng,Trí Quảng
大能,Đại Năng,Đại Năng
崇威,Sùng Uy,Sùng Uy
阮筭,Nguyễn Toán,Nguyễn Toán
初明太祖,Sơ Minh Thái Tổ,Sơ Minh Thái Tổ
阮筭徐箇阮宗道吳信,Nguyễn Toán Từ Cá Nguyễn Tông Đạo Ngô Tín,Nguyễn Toán Từ Cá Nguyễn Tông Đạo Ngô Tín
甲申漢蒼開大,Giáp Thân Hán Thương Khai Đại,Giáp Thân Hán Thương Khai Đại
明永樂,Minh Vĩnh Lạc,Minh Vĩnh Lạc
陳國傑,Trần Quốc Kiệt,Trần Quốc Kiệt
潘和甫,Phan Hoà Phủ,Phan Hoà Phủ
初壬午,Sơ Nhâm Ngọ,Sơ Nhâm Ngọ
蓮港,Liên Cảng,Liên Cảng
胡松,Hồ Tùng,Hồ Tùng
陳季,Trần Quý,Trần Quý
范六材,Phạm Lục Tài,Phạm Lục Tài
至諒山,Chí Lạng Sơn,Chí Lạng Sơn
乙酉漢蒼開大,Ất Dậu Hán Thương Khai Đại,Ất Dậu Hán Thương Khai Đại
阮翁喬黎,Nguyễn Ông Kiều Lê,Nguyễn Ông Kiều Lê
翁喬,Ông Kiều,Ông Kiều
華盖,Hoa Cái,Hoa Cái
阮錦阮汝明,Nguyễn Cẩm Nguyễn Nhữ Minh,Nguyễn Cẩm Nguyễn Nhữ Minh
杜子徹,Đỗ Tử Triệt,Đỗ Tử Triệt
子徹,Tử Triệt,Tử Triệt
杜蕞,Đỗ Toái,Đỗ Toái
何日宣,Hà Nhật Tuyên,Hà Nhật Tuyên
阮汝明,Nguyễn Nhữ Minh,Nguyễn Nhữ Minh
後日宣,Hậu Nhật Tuyên,Hậu Nhật Tuyên
諒山禄州,Lạng Sơn Lộc Châu,Lạng Sơn Lộc Châu
時廣西思明,Thời Quảng Tây Tư Minh,Thời Quảng Tây Tư Minh
黃廣成,Hoàng Quảng Thành,Hoàng Quảng Thành
禄州,Lộc Châu,Lộc Châu
晦卿,Hối Khanh,Hối Khanh
古樓,Cổ Lâu,Cổ Lâu
古列,Cổ Liệt,Cổ Liệt
時北,Thời Bắc,Thời Bắc
季犛漢蒼,Quý Li Hán Thương,Quý Li Hán Thương
