cn,vi
开启湖泽快睹祥云恋日大恩普遍群臣歌颂寿城春台。,"Đầm mở sông hòà, vui ngắm mây lành trời sáng;
Ơn dầy rộng hợp, cùng ca đất tốt đài xuân."
一泓秋水余清之气满壑春风报果香。,"Một hồ thu thuỷ thừa thanh khí;
Đây thất xuân phong toả dị hương."
怀中有日月眼底是乾坤。,"Trông lòng đầy nhật nguyệt;
Đáy mắt đủ càn khôn."
七十七岁时如果果能够脱离成果在三大天世界中的慈花容貌可以见到化化的莲花。,"Bảy mươi bảy tuổi trời, quả được chia ly thành quả phúc;
Ba đại thiên thế giới, hoa từ dung mạo hóa hoa sen."
秋水长天横古渡寒江明月对平台。,"Nước thu lẫn mây trời chặn ngang bến đò cũ;
Sông lạnh soi trăng sáng lộn ngược bóng đài cao."
忠厚传家兴旺且吉公平处世国家强盛昌盛。,"Nhà noi trung hậu, vượng lại tốt;
Xử thế công bằng, sáng mà hay."
只有读书可以派遣担心应该遵守道义不要羞愧贫穷。,"Bởi chăm đọc sách, nên hay nghĩ;
Phải nên giữ đạo, chớ thẹn nghèo."
西竺有一部经书真见佛雄山何景敬尊师。,"Tây Trúc có kinh đúng thấy phật.
Hùng sơn đâu cảnh kích tôn sư;"
月关移三尺剑孤灯苦对五更书。,"Trăng sáng đeo chơi kiếm ba thước;
Đèn khuya mỏi đọc sách năm canh."
碧云芳草供诗料黄菊青山称寿情。,"Mây biếc, cỏ thơm, nguồn thi hứng;
Cúc vàng, non xanh, hợp tình quan."
和风天启留下他的遗迹庙水圣田记载典章的功绩。,"Hòà phong trời mở còn lưu dấu;
Miếu thuy thánh ban nhớ điển công."
镇北古代名蓝荡漾西湖光明明日；粤南现在的胜迹芳香从东土振动禅关。,"Trấn Bắc vốn danh lam, lừng lẫy Tây Hồ quang tuệ nhật;
Việt Nam nay thắng tích, ngất hưởng Đông Thổ giữ thiên quan."
报效国家不愁生白发读书哪肯辜负苍生！,"Báo nước chẳng buồn khi tóc bạc.
Học chăm đừng phụ lúc đầu xanh."
月亮移动了疏影穿过帘子穿过了风引来清香进入门中。,"Trăng chuyển qua rèm soi lọt bóng;
Gió lùa tận gối thoảng đưa hương."
万壑烟岚春又下雨千峰苍翠夕阳中。,"Sau mưa xuân, khói lam muôn lũng;
Trong ánh chiều, xanh biếc ngàn non."
桃捧着太阳三千年古柏参天四十围。,"Bàn đào ngày hội, ba ngàn năm.
Bách cổ ngất trời, bốn chục tuổi."
建立家风新骨格保存国家教化古代的精神。,"Dựng xây cốt cách gia phong mới;
Giữ gìn tinh hoa quốc giáo xưa."
上天赐给全家盛旺春天带来各户平安。,"Trời ban cho cả nhà thịnh vượng;
Xuân đem lại mọi hộ bình an."
破除旧俗婚事简单分辨树立新风致富争先。,"Bỏ tục xưa, cưới xin đơn giản
Nêu gương mới, lầm giầu là đầu."
南北东西全境民众安居乐业士农工商四民乐于利仰神麻。,"Nam bắc đông tây toàn thể trẻ già yên phúc ấm;
Sĩ nông công thương bốn lớp vui chung đội ơn thần."
佛就是心心就是佛空就是色色是空。,"Phật tức tâm, tâm tức phật;
Không là có, có là không."
大声雷鼓徒弟觉悟小院发迹有鬼神。,"Đại thanh lời cổ thủy giác ngộ,
Tiểu viện phát tích hữu quỷ thần"
冬天离去山川一齐秀丽春天来了桃李一齐芬芳。,"Xinh đẹp đồi khe khi đông hết;
Thơm tho đào mận lúc xuân về."
玉树琪花香飘飘水光山色翠连云。,"Cây ngọc hoa vàng hương làm gấm;
Nước trong núi biếc sắc liền mây."
海屋增添萱草秀雍宫采采梓花香。,"Nhà biển cỏ huyên còn rực rỡ.
Cung vui hoa tử vẫn đưa hương."
天地仍然依照着天地原来的草花现在异于草花前面。,"Trời đất vẫn như trời đất cũ;
Cỏ hoa nay khác cỏ hoa xưa."
歌馆楼台声细细清明时节雨纷纷。,"Nhà hát lầu cao nghe nhạc nhẹ;
Thanh minh thời tiết ngỡ mưa phùn."
门前有两个知心一个清风一个月门外十分美丽是五分春色五分山。,"Hai kẻ biết lòng ngoài cửa, một là gió mát, một trăng thanh;
Mười phần cảnh đẹp trước nhà, năm phần xuân sắc, năm phần núi,"
灵湖浩浩荡荡的水顺着缘由而渡仙洲有路可通。,"Linh Hồ, Nhược thủy theo duyên tới;
Trần cảnh, cõi tiên có đường thông."
画本纷纷披露出野意文辞古怪也是天真。,"Bản vẽ rối ren thì ý thoáng;
Lời văn cổ quái được tự nhiên."
风月一庭鸟良友诗书半榻是严师。,"Trăng gió một sân là bạn tốt;
Thi thư nửa bục đầy thầy nghiêm."
书信到任用时才遗憾少事不经过就不知道困难。,"Sách đến lúc dùng hiềm ít đọc;
Việc chưa từng trải khó không hay."
天气酷暑销金铸金金屋看见荷花吐玉玉人来。,"Nắng gắt tiêu vàng, nhà vàng hiện.
Hoa sen nhả ngọc, người ngọc về."
鉴于权贵收场军人不要得志看看贤良结局志士不要心灰。,"Soi số phận quyền sang, binh nhì đừng đắc chí;
Ngó kết cục hiền lương, sĩ phu chớ nguội lòng."
有一封书信新得好花半放美酒稍稍酣畅。,"Bạn hiền xa đến, sách lạ mới được;
Hoa hiếm chớm chím, rượu ngon ngà ngà."
五色祥云缘圣殿千秋恩泽雾覆民家。,"Năm sắc mây lành vờn điện thánh;
Ngàn năm ơn đức giúp nhà dân."
功高而不玷污忠贞之志地位显赫更加坚定公仆之心。,"Trung trinh chí giữ dù công lớn;
Công bộc tâm kiên dẫm hiển vinh."
春天来了鱼龙变化的时候就会到来了桃李花开了。,"Xuân về nhĩ cá rồng biến hoá;
Thời đến ử đào mận thơm hương."
祖父德行高明恐怕会覆荫孙承奉事奉人和。,"Phúc ấm nhớ về, đức tổ sáng;
Nhân hòa thờ mãi, việc cháu con."
读书常常戒备自己欺骗处于勤奋的人不可有闲暇的时候。,"Đọc sách thường răn tự xem thường;
Người chăm không có lúc nhàn rỗi."
书栋仰云光旧业华堂映日辉新居。,"Nhà sách dựa mây quang cựu nghiệp;
Từ đường chiếu sáng diệu tân cư."
超出尘寰来一迹平静洞口到三关。,"Vượt khỏi trần hoàn đường có một;
Thanh nhàn động khẩu cửa lại ba."
佳偶百年相合知音千里相逢。,"Đôi đẹp trăm năm hòa hợp
Tri âm ngàn dặm, gặp nhau."
上不辜负先祖胎生的福庆下足以成为后人瞻仰的标志。,"Trên chẳng phụ phúc đức tổ tiên truyền lại;
Dưới đủ làm gương sáng con cháu noi theo."
他的才能兼备文武中兴将会有德行合乎阴阳上等神。,"Tài kiêm văn võ tướng trung hưng;
Đức hợp âm dương thượng đẳng thần."
百代本枝承袭旧荫千秋香火壮新基。,"Cành gốc trăm đời lưu phúc cũ;
Khói hương nghìn thuở rạng nền nay."
安子高峰红日月竹林山上昭示十方。,"Đỉnh cao Yên Tử đỏ vàng nhật nguyệt;
Trên non rừng trúc soi chiếu mười phương."
在朝廷上应对时争先提出土农工商陈述四种办法赵义方上表说：父子兄弟自一家。,"Đình đối tranh đấu, sỹ nông công thương bày bốn sách;
Nghĩa phương giảng giải, cha con anh em cùng một nhà."
善于教化工匠高山万丈浑生德行显著于月天秋天。,"Công phó hoá núi cao muôn trượng;
Đức tế sinh trăng rọi nghìn thu."
都知道心是水怎么会看见我不是鱼呢？,"Tâm vốn như nước, mọi người biết
Tớ không là cá, mấy ai hay"
古代的建造现在传播万代上行下效有一心。,"Xưa tạo dựng, nay trùng tu truyền vạn thuở;
Trên thực hành, dưới làm theo, phải một lòng."
圣德英灵传于宇宙神功赫赫拯救百姓生灵。,"Đức thánh anh linh trùm vũ trụ;
Công thần hiển hách giúp chúng sinh."
歌声流传岁月心潮更比春潮更美锦坝城乡富裕日长随着美丽日长。,"Tháng năm vời vợi, tâm triều so với xuân triều đẹp;
Phố làng gấm vóc, phú nhật cùng sánh lệ nhật dài."
平生没有一个人的事情世上应该没有切齿痛恨的人。,"Ở đời đâu phải thành chau mặt;
Xử thế không cần đến nghiến răng."
锦飞动金凤寿度八旬逢九月绣花辉映宝婺祥瑞传播一室庆贺千秋。,"Phượng vàng bay rực rỡ, tuổi thọ tám tuần vào tháng chín.
Bảo vụ ngời hoa đẹp, chuông lành một cửa chúc ngàn năm."
诗书满座风云气孝友一堂富贵春天。,"Thi thư đầy sảnh phong vân khí;
Hiếu hữu một nhà phú quý xuân."
风景有情色颜色映照中天日月乾坤不老永远保存世上的精灵。,"Phong cảnh có tình, sắc sắc rạng giữa trời nhật nguyệt;
Càn khôn chẳng lão, mãi mãi còn cõi thế anh linh."
静襟无疆天柱地维古今至诚可以贯彻汉书汉书春秋。,"Tình trấn không cùng, trụ trời, vồng đất xưa nay thế;
Chí thành khá đối, lau khe, nước vùng tháng năm còn."
四面的山深藏古寺一攀竹径见到松林。,"Bốn mặt núi sâu đây chùa cổ;
Leo lên lối trúc thấy rừng thông."
四季花开百年月永圆。,"Bốn mùa hoa đều nở
Trăm năm trăng vẫn tròn."
庭前鸡啄树下牛在池边休息鸭在水底嬉戏鱼游。,"Ngoài sân gà ăn, dưới cây bò nghỉ;
Bên ao vịt đùa, trong nước cá bơi."
窗前绿树分开禅榻城外青山到酒杯。,"Rợp giường thiền tán cây trước cửa;
Soi đáy cốc bóng núi ngoài thành."
堂上萱花开白天锦绣阶前桂子舞斑衣。,"Trên nhà hoa huyên tươi vẻ gấm.
Trước sân con quế mua làm vui."
古代有光大衣冠传世谱斋用来祭祀忠信要求神明。,"Tổ được phong, áo khăn truyền thế phả;
Chay tịnh tế, lòng thành cốt thần soi."
琴瑟哺和刚刚四月熊入梦喜欢三更。,"Mới tháng tư cầm sắt hài hoà.
Mừng ba canh hùng bi vào mộng."
千年显赫的迹象英灵的地方万世衣冠礼乐。,"Ngàn năm chói lọi, đất anh linh;
Muôn thuở y quan, trời lễ nhạc."
花草丛生风光美丽牧牛曲里春意浓。,"Nhìn đám cỏ hoa, hay trời đẹp;
Nghe khúc chăn trâu, cảm xuân nồng."
金屋人间诗联二美银河天上夜渡双星。,"Nhà vàng nhân gian thơ hay đối đẹp.
Ngân hà thượng giới đêm vượt hai sao."
百年的计划大启鸿图观看窗外绿水青山不是诗的意思到了一代的文明努力修养俊德看看眼前的死去松翠柏墨画画心来。,"Trăm năm kế hoạch, dấy mạnh cơ đồ, nhìn ngoài cửa nước biếc non xanh, ý thơ tự nhiên đến;
Một thời văn minh, ra sức rèn luyện, xem trước mắt thông rờn bách mượt, hứng họa nổi lên theo."
十年前西竺莲台慈悲广大万年禅门受教心诵真经。,"Đài sen Tây Trúc ngàn thu từ bi quảng đại,
Lĩnh hội Thiền môn vạn thuở tâm tụng chân kinh"
庭前最喜欢风和习门内荣开熟气熏。,"Trước cửa mừng xem hoa lộng gió;
Trong nhà vui hưởng rượu nồng hương."
蓝田曾种玉红叶自题诗。,"Lam điền thêm giống ngọc
Lá thắm tự đề thơ."
百鸟齐鸣迎旭日千山披翠舞春风。,"Trăm loại chim ca chào sáng sớm;
Nghìn non mặc biếc đón xuân về."
上天赐给美好的日子玉宇喜欢看看金雀舞人和谐在画堂上欢喜听彩鸾鸣叫。,"Trời định giai kỳ, hiên ngọc mừng xem sẻ vàng múa.
Người vui việc tốt, nhà hoa vui nghe loan hót hay."
文章能换骨换骨没有多余的法则学到寻源自然不疑。,"Văn thay xương cốt không thừa phép;
Học đến cội nguồn tự hết ngờ."
何必问吉凶或是或非你的心本来就明白不必稍稍趋避为善为恶神明自然会显现出来。,"Sao phải hỏi việc lành, việc dữ, hoặc đúng hoặc sai, lòng anh đã minh bạch;
Không cần sao chạy đến, lần đi, làm thiện làm ác, thần minh đã sáng soi."
天赐福禄永远保佑诗书宝官禄禄长荣福庆家。,"Trời che mãi mãi, nhà hay học;
Quan lộc dài lâu, cửa phúc bền."
三髓本来是空虚的色相只是恼怒和世俗的眼睛六如不是真实的。,"Tam miếu vốn không hư, sắc tướng chỉ nhầm mở mắt tục
Lục như đâu có thực, khói hương dùng để giác lòng trần"
树立人的标志开创人的极点度过世道通晓世道的关键。,"Cốt yếu lập nhân khai đường tất;
Giúp đời phương cách biết đường đi."
陛下芝兰迎旭日庭前桃李郁郁春风。,"Dưới bậc chi lan nghênh nắng sớm;
Trước xuân đào lý đón xuân sang."
想要使后代的后代得到保全必须凭借先祖的灵魂。,"Mong muốn giữ gìn cho con cháu;
Linh thiêng phù hộ ở tổ tiên."
诗怀淡泊地处临春水文辞味味悠闲时刻数落花。,"Thơ khi lòng tĩnh, sông xuân ghé;
Văn lúc thanh nhàn, đếm hoa rơi."
伟大的伟大的伟大的功勋是前朝的名将皇上隆重的赠典上等福神。,"Sự nghiệp từng công huân, vang danh triều trước;
Huy hoàng thần sắc tặng, thượng đẳng thời nay."
九天日月开新运万国笙歌醉太平。,"Trời cao nhật nguyệt cho vận mới;
Muôn nước đàn ca nhộn thái bình."
九品莲花垂接引七重宝树放光明。,"Chín phẩm hoa sen luôn nối tiếp;
Bảy trùng cây báu toả quang minh."
社会繁荣达到大治人民安乐庆祝升平。,"Xã hội phồn vinh vui thịnh vượng;
Nhân dân yên lạc thoa thái bình."
在陈朝晚年文儒官做太保计课赤绥叛逆之臣进入黎州当初因为节烈官秩大王在黄梅故墅祭祀。,"Tại Trần mạt, nho quan tài sĩ. Thái bảo quyền mưu, trừ loài bạo nghịch;
Sang Lê sơ, tiết liệt sắc phong, Đại vương thờ miếu, dinh cũ Hoàng Mai."
没有德行的人没有知晓谦歌已经离去常仁不让信有归宿。,"Không đức, chẳng còn, biết đã qua thời ca ngợi;
Vi nhân, không nhượng, tin rằng sẽ đến vận trời."
不能一天考虑过失遗憾没有十年读书。,"Chưa thể một ngày ít lỗi;
Hận chẳng mười năm sách đèn."
世宗开始建造茅茨馆宇文福泰重新打开瓦石轩。,"Quán tranh tre Thế Tôn dựng trước
Hiên gạch đá Phúc Thái mở sau."
增加到佛来光辉照耀万家千古万古光辉天赐花开十四四四时莲。,"Sư đến Phật qua, được sáng muôn nhà soi nghìn thuở;
Đất thiêng trời bảo, sen thơm mười trường nở bốn mùa."
苦读千年史笑吟万家诗。,"Khổ đọc sử ngàn năm;
Cười ngâm thơ vạn nhà."
寄宿于空门观自在厚培福荫享受天然。,"Ngủ nhờ ở cửa không, xem cảnh tự tại;
Đắp dày nền phúc, hưởng thú vui thiên nhiên."
烟景充满前面供给妙墨芳州随处招引清游。,"Trước mắt khói lam – cho mực vẽ
Khắp nơi hương toả – dẫn đường chơi"
明媚天地无限欢乐悠悠岁月有余情。,"Sáng đẹp đất trời, mừng vô hạn;
Vui tươi năm tháng, tình có thừa."
圣德威灵扶国泰神祠壮丽保民康。,"Thánh đức oai linh phù nước thịnh,
Thần từ tráng lệ giúp dân vui"
法力颂颂无边海宴饮黄河清齐赛礼波持扬不起波浪风平浪静庆安。,"Khen pháp lực vô biên, biển tĩnh sông trong, diễm dàng hiển;
Sóng đào không nổi dậy, gió êm giếng lặng vui bình yên."
日月照临辉煌玉关海河清宴典礼金映。,"Nhật nguyệt sáng soi, ngời ngọc khuyết;
Hải hà trong lặng, đẹp âu vàng."
迎接远近逍遥过去进退连回运道通畅。,"Chào mừng đạo cảnh, gần xa đến;
Tiến thoái đường đi, tiếp tục thông."
慈航昭普渡甘露洒芳香。,"Thuyền từ luôn tế độ;
Cam lộ rưới hương thơm."
道脉长流玉偈永远传递慧灯奕叶禅宗永远金经应念道兴隆。,"Mạch đạo trường lưu, ngọc kệ rộng truyền đèn đổi thế;
Tông thiền vĩnh viễn, kim kinh cần niệm đạo hưng long."
充实海阔天高的气量培养先忧后乐的心思。,"Độ lượng đầy trời cao biển rộng;
Tấm lòng luôn lo trước vui sau."
解语花前思献策明经案内羡吟梅。,"Trước hoa giải nghĩa lo dâng sách.
Bên án thông kinh chuộng vịnh mai."
擎天仰立文明界得地高标武庙之间。,"Chống trời với văn minh độc lập;
Được đất cùng Vũ miếu nêu cao."
一室宛如银世界四季浑如玉壶冰。,"Cả phòng choáng lộn như kho bạc;
Bốn mùa trong vắt tựa ngọc băng."
只有孤忠之人事情离去而心存故国分别在民间而肃然如朝廷。,"Chỉ có cô trung, việc cũ mà lòng còn nhớ nước;
• Riêng thành hội sở, dân gian nghiêm túc tựa trong triều."
何况上天突然丧失了我呢？我的一生心正要吞并四海吸取三江卷起万千怒浪愁涛只有我驱策使人全都像你这样的人茫茫无底整个周围的陆地哪里到了早晚美雨把四百个神州赤县任凭你纵横。,"Trời làm hại ta chăng? Lỗi lạc một tấm lòng, những đang hòng nuốt bốn bể, hút tam giang, cuốn muôn ngàn ngọn sóng kinh đời, để ta sai khiến;
Mọi người như ông cả, mênh mông toàn châu Á , sao đến nỗi sớm mây Âu, chiều gió Mỹ, đem bốn trăm huyện châu quí báu cho chúng tung hoành."
用来教育别人的人教导自己在努力上勉励自己的心。,"Lấy điều dạy người dạy mình;
Ở trên lao lực lao tâm."
岁序更新增添寿考江山尽秀显出英才。,"Năm dần đổi mới, tăng tuổi thọ.
Núi sông đua đẹp, rõ anh tài."
大辉煌衣服开迎春日笑林寂静喜提树长送春风。,"Điển lớn huy hoàng, y bát hoa khai mừng ngày tốt;
Giác lâm tịch tịnh, bố đề cây lớn tiễn gió xuân."
修竹芳兰弹旧调高山流水谱新声。,"Làn điệu cũ, lan hòa trúc gảy;
Nhịp đàn nay, nước chảy non cao."
桃迎接酒客客人先醉春天看见诗人人人更开。,"Đào đón khách say, khách say trước;
Xuân gặp nhà thơ, thơ càng hay."
万古乾坤再造光辉九霄日月辉映重光。,"Muôn thuở đất trời bừng đổi mới;
Chín tầng nhật nguyệt tỏa sáng trong."
积玉积金不如读书教子宽田宽地不如宽度对待人。,"Tích ngọc tích vàng chẳng bằng đọc sách dạy con;
Rộng ruộng rộng ao không bằng rộng bụng với người."
渭水一竿闲试着钓武凌千树笑行丹。,"Bên giòng sông vị thả câu chơi.
Rừng rậm vũ lăng cười thuyền dạo."
凤举王开大昌笔阵龙翔四海以书会友。,"Phượng liệng vương khai vẽ vang bút trận;
Rồng bay bốn biển hội họp bạn bè."
袖中答应桂香飘动月光笔头翻动花气上升。,"Áo đưa hương quế lên thăm nguyệt.
Bút dẫn khí hoa đến đỉnh mây."
花雨没有声音春天散去松烟有影子月亮回来。,"Mưa hoa không tiếng, mùa xuân tàn mất;
Khói toả thân từng bóng trúc gió lay."
秀之敏锐英之钟爱得之于生命振兴山河神灵遗迹至今存留不同史书上说可以腾跃水可以履行真经如可以树立乐器宇宙雄风于是播于全国。,"Dục tú ấy, chung anh này, thần thánh được mà sinh, dấu thiêng cương giới non sông đến nay còn di sử
Mây khả cưỡi, nước khả vượt, chân kinh nhẽ được trao, đất nước Lạc Hồng hùng phong tỏ toàn cầu"
云宿庄王何代遗留的树吹陈子一风应。,"Xe mây đâu chốn Trang Vương nghỉ;
Trận gió rung cây Trần tử am."
碧沼荷开并帝绣鸾凤结同心。,"Ao biếc súng sen chung rễ nở.
Màn thêu loan phượng kết đồng tâm."
桃熟瑶池三千年增添海屋一百年。,"Ba ngàn năm tháng, đào chín dao trì
Trăm năm tuổi tác, dựng thêm nhà biển."
黑发不知道勤学早白头才悔恨读书晚。,"Tóc xanh chẳng biết chăm học sớm;
Bạc đầu mối hối sách buông trôi."
皇帝封为国家最好中间风水百姓现在受到盟约的恩惠是古代上古的圣神。,"Vua phong thành bang, tốt nhất trung gian địa mạch;
Dân nay được hưởng, sớm tự thượng cổ thánh thần."
墓前菊花寂寞时间树林更加静静清晨钟声响彻山更加幽静。,"Mộ cốc tịch thời, làm dữ tĩnh;
Thần chung hưởng xử, sơn cánh u."
在船中擒获寇一纲战胜百万军队在水上洗刷铠甲在水上穿着皮衣片时延的十八个儿子叫承姚。,"Bắt yêu hồ ở trong thuyền, một lưới hơn trăm vạn quân giáo mác;
Nâng cánh rộng trên mặt nước, thoáng thổi mà mười tám cháu con vinh."
月光照耀碧洞双凤彩彩缤纷风流杨柳偶莺鸣。,"Động biếc trăng soi ngời cặp phượng
Liễu xanh gió thổi hót đôi oanh."
光大基业从此开始前后事业所共同协调。,"Cơ đồ rực rỡ từ đây mở;
Sự nghiệp trước sau chốn cộng hòa."
古迹神威功勋纪载武等甲兵三万人象征圣人的美名神灵赞颂激发汗流平息街巷千年。,"Thần uy dấu cũ, ghi công võ lược oai nghiêm, giúp đỡ giáp binh ba vạn;
Thánh đức ngời danh, để lại sông Tô diểm tốt, yên bình phố ngõ nghìn năm."
鸭儿游春池层层波纹都是锦绣的人们喜欢新年行走行动专一有文采。,"Vịt bơi ao xuân, lớp lớp sóng vờn như gấm vóc;
Người vui năm mới, nghề nghiệp chuyên nghiệp có đường đi."
四方开通大道千里报答美好的音乐。,"Bốn phương thông đạo lớn;
Nghìn dặm báo tin vui."
珊瑚窗里乾坤大玳瑁前日月长。,"Trước cửa san hô trời đất lớn
Trên yến đồi mồi tháng ngày dài."
春风绕塔传送诗韵雅蝶临窗菊墨香。,"Gió xuân thổi sập truyền thi hứng;
Bướm đẹp vào song mực mục thơm."
圣明的君主代替百姓统领管理国家重要的官员有个儿子叫李桃荣。,"Thời thánh chăn dân, công việc nặng;
Cửa công con cháu, mận đào tươi."
生为将军化为神仙历代悬封名不朽光辉流传于后世千秋愈加福长久留。,"Sống là tướng, chết thành thần, trải mấy triều tên vang bất hủ;
Trước về vang, sau hưởng lộc, ngàn thu để phúc được dài lâu."
旧年清除旧弊新年树立新风。,"Năm cũ tệ cũ quét hết;
Năm mới nếp mới dựng lên."
福慧庄严普度众生闻觉之路慈悲喜悦舍弃能行利不要脱离迷津。,"Phúc tuệ trang nghiêm, cứu giúp chúng sinh - đường giác ngộ;
Từ bi hỉ xả, luôn làm điều thiện - thoát mê tân:"
东海移居于群乐业泰山对景睿逢风。,"Đông hải di cư, cùng lạc nghiệp;
Càn sơn đối cảnh, đón thuận phong."
他的功德和兄长广泛的业绩只要尊崇国家的恩德兄长能够教育弟弟能够长大正教名声芳香。,"Công lao rộng, sự nghiệp cao, nước nhà ân thường;
Anh nên thầy, em nên trưởng; giáo dục thơm danh."
赫赫的声音占卜度量的住宅浩浩荡荡地在上仰望灵光。,"Lừng lẫy tiếng tăm nhuần ơn trạch;
Thăm thẳm trên cao thấy khí thiêng."
月亮满满桂花延长七里庭院留下萱草茂盛千秋。,"Hoa quế trăng rằm hương bảy dặm.
Cỏ huyên sân trước tốt ngàn năm."
有才能的人可以做国家的事孝子能使父母安心。,"Người tài việc non sông gánh vác;
Con hiếu lòng bố mẹ toại nguyện."
万里云天争比翼百年事业结同心。,"Vạn dặm mây trời tranh sát cánh
Trăm năm sự nghiệp kết đồng tâm."
一辈子一辈子一辈子每件事都要学三思。,"Trọn đời giành từng phút;
Việc học nghĩ ba lần."
一室之中观览四海千秋以上驰骋平生。,"Từ một nhà nhìn ra bốn biển;
Xét ngàn năm để nghiêm một thân."
能够勤奋德业只有良友有益于身心在于读书。,"Hay chăm nghiệp đức chỉ bạn hiền;
Giúp ích thân tâm là đọc sách."
植树造树林青山不老修河筑塘绿水才开始长流。,"Trồng cây gây rừng, non xanh trẻ mãi;
Khơi sông đắp đập nước biếc lâu dài."
柏树操行千磨不改松树长得百劫有余青。,"Bách dẫu nghìn mài không đổi thắm
Tùng già trăm kiếp vẫn thừa xanh."
可以回答这种心意天日白独存正气海波红。,"Lòng này trước trời cao bày tỏ;
Chính khí còn sóng biển rực hồng."
一江绿水成仙景百仞高峰镇守边疆。,"Một dòng sông biếc nên tiên cảnh;
Trăm nhẫn núi cao giữ biên cương."
身心不是树菩提不是台明镜的恩德普照光辉覆盖慧珠普遍照日慈云。,"Thân tâm chẳng phải Bồ đề, chẳng phải đài gương sáng;
An đức làm sáng phúc tuệ, làm trời mây từ."
有心作奉献无意写雄篇。,"Có lòng làm dâng hiến;
Vô ý viết thiên hùng."
希望吉地苦提隐蔽三千世界海州成所包容百万人天。,"Vọng đất tốt Bồ đề, chở che ba nghìn thế giới;
Bãi biển thành Bảo sở, bao dung trăm vạn người đời."
青信来王母回家时环佩冷玉箫声断绝秦娥去后凤楼空。,"Thanh điểu truyền tin, Vương Mẫu(3) về rồi, vòng ngọc lạnh
Ngọc tiêu đứt đoạn, Tần nga(4) ly biệt, phượng lầu không."
没有别的志愿扶黄口只有甘心到百头。,"Chí thề chẳng khác phù con trẻ
Lòng quyết không sai đến bạc đầu."
银汉桥建成牛女渡过春台箫引凤凰飞。,"Cầu Ngân Hán giúp Ngưu Nữ gặp;
Sáo đài xuân dẫn phượng hoàng bay."
勤于节俭治家上策恩惠而和处世良规。,"Cần kiệm dạy nhà, là thượng sách;
Nhẫn hòa xử thế, ấy cách hay."
柳暗花明好鸟枝头给朋友看峰回路转白云深处有人家。,"Liễu rủ, hoa tươi, chim đẹp đâu cành là bạn cũ
Đường quanh, gió quẩn, mây trắng non xa vẫn có nhà"
以前因为尊贵喝水争夺高徽庙宇铜可铸造浪湖不折断汉风雷。,"Sông Hát réo vươn cao, mãi tôn vinh đền miếu hai Bà;
Sóng gió Lãng hỗ, chưa bẻ gãy cột đồng Đông Hán."
飘香推桂子喜圆桥得路万里九霄应比翼举案羡兰孙快绣阁崔妆一堂三代庆贺齐眉。,"Hương bay giục con quế, mừng đường quan nhẹ bước, muôn dặm chín tầng cùng sát cánh.
Tiệc đặt mừng cháu lan, sướng gác cao áo đẹp, ba đời một cửa chúc ngang mày."
跨鹤酒仙应入座驾驴诗客有的题桥。,"Hạc đến, tiên ông vào cuộc rượu;
Lừa qua, thi khách viết lên cầu."
成名的人多在穷困之中每天都得志常常因为困窘而处在困难之中。,"Thành danh nếm trải thời gian khổ;
Toại chí từng qua buổi khốn cùng."
春从何处来共沐和风甘雨花从此开始欣赏看柳绿桃红。,"Xuân từ đâu đến đây, cùng tắm gội gió lành mưa ngọt.
Hoa cũng ngày này nở, vui mừng xem liễu biếc đào hồng."
钟铎何年水秀山英耀宇宙国家扶持依旧民安物阜拜谒神祠。,"Chung đức năm nào, nước đẹp non thiêng quành vũ trụ;
Giữ gìn như cũ, dân yên vật thịnh đội ơn thần."
我敢做天下的大难事愿意读人间没有见过的书。,"Dám làm việc khó lớn thiên hạ;
Mong đọc sách chưa thấy trong đời."
驾鹤九霄怀素履乘鸾三岛怀芳踪。,"Cưỡi hạc bay chín tầng in hài cũ
Theo loan về ba đảo nhớ gót xưa."
景色不同各里春风总是一家。,"Cảnh sắc tùy xóm khác;
Gió xuân vẫn một nhà."
清机发妙理高步超越常伦。,"Thời cơ sinh diệu lý;
Cao bước vượt thói thường."
有闲居家国的书籍常常读对身心没有什么好处。,"Nhà, nước biết lo sách thường đọc;
Thân, tâm vô cảm việc chẳng làm."
不愧古人说：烈女养成当代一忠臣。,"Chẳng thẹn người xưa khen liệt nữ;
Nuôi dạy đời nay một trung thần."
高雅的胸怀如同皎洁的月亮高雅的气量如同春风。,"Mong được vui cùng trăng;
Tao nhã tựa gió xuân."
喜欢见到红梅开放音乐迎接淑女来。,"Mừng thấy mai hồng nở
Vui đón thục nữ về."
鱼雁屏风气味传播风水金枝玉叶系出神明。,"Ngư án tước bình khí chung phong thủy;
Kim chi ngọc diệp hệ xuất thần minh."
五彩云霞资助利用三江锦色焕发光华。,"Mây ráng năm màu, giúp dùng tốt;
Gấm thêu ba sông, toả sáng ngời."
李朝为国师是酬恩的盛大典礼南天圣祖询问他的显赫大兴大声。,"Sử sách sáng ngời, ân đức gắn liền quốc sư triều Lý;
Linh thanh vang dội, công lao mưu sĩ thánh tố trời Nam."
雄心开剑千秋业妙手绘成永世图。,"Lòng hùng, sự nghiệp ngàn năm khai sáng;
Tay giỏi họa đồ muôn thuở tạo nên."
